,TR:UZ009:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
UZ009_0_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5945.5,486,5907.25,33517.8,975.5,2929,6818,790,406.75,391,492.5,2029.5,466.25,22411,686.25,420,5833.5,113.25,15931.3
UZ009_5_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5945.5,486,5907.25,33517.8,975.5,2929,6818,790,406.75,391,492.5,2029.5,466.25,22411,686.25,420,5833.5,113.25,15931.3
UZ009_25_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,5945.5,486,5907.25,33517.8,975.5,2929,6818,790,406.75,391,492.5,2029.5,466.25,22411,686.25,420,5833.5,113.25,15931.3
UZ009_5_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,15603.5,624,6636,35174,1130,3637,11094.5,948,447,577,721,4029.5,946.5,23565,989,541,6597,93,16395
UZ009_5_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,12762,533,5780,35612,878,3352,12423.5,1085.5,347,583.5,491.5,2953.5,665,26727,839,478,6671,117,16513
UZ009_5_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,15371,549,5912.5,30996,1325,3547,10412,1007,367,561,561,2426.5,454,24996,782.5,543.5,9213,115,15906
UZ009_5_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,14278,581,6277,32797,966.5,3376.5,11038,972,359,482,510.5,2493,508,26807.5,810,397.5,6520,128,16329.5
UZ009_5_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10635,525,4371,34343,609,2524.5,11305,1242,334,846,465.5,1984,488,21776,832,396.5,4405.5,110.5,15540.5
UZ009_5_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,14065,479.5,6263,34851,730,3035,12149,996,2012.5,620,1302.5,2443,547,24326,819,565,4917,97,16222
UZ009_5_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,14360,554.5,6536.5,40124.5,656.5,3227,12122,1115.5,437,661,680,3057,626,20749,921,454,4996,121,16358
