,TR:KI041:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
KI041_0_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4175,532,10106,46904.3,1855,3471.25,11724.5,1321,338.5,498,694,2548.5,647.5,33108.3,570.25,478.75,3123.75,117.25,14843
KI041_5_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4175,532,10106,46904.3,1855,3471.25,11724.5,1321,338.5,498,694,2548.5,647.5,33108.3,570.25,478.75,3123.75,117.25,14843
KI041_25_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,4175,532,10106,46904.3,1855,3471.25,11724.5,1321,338.5,498,694,2548.5,647.5,33108.3,570.25,478.75,3123.75,117.25,14843
KI041_5_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4968.5,816.5,9228,51261,1559.5,3051,10166,960,395,577,1210,1785,602,29104,758,511,3182.5,105,15044
KI041_5_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4309,724,8529,51838,1420.5,2539,8443,941,351,461,1001.5,1563,356,28712,567,396.5,3067,126,15074.5
KI041_5_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5137.5,611,9824,50810.5,1476.5,3125,9280,896,358,467,811,1593,421,31550,530,448,3792,116.5,15163
KI041_5_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8039,549,9613,50095.5,1414,2911.5,9979,809,313.5,355,702,1819,393,32462,604,420,3137,106,14938
KI041_5_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6966,468,9941,45963.5,1563.5,3115,7027,819,339.5,388,679,1655.5,475.5,32600.5,495,438.5,3316,122,15061
KI041_5_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6462,558,11802.5,49414,1688,3204,8979,826,1389,406,1699,1798,493,30835,545.5,524,3340,113,15174
KI041_5_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6838,579,9772,46668,1488,2410.5,10452,777.5,348,498,533,1644,378,31550,478,471,3015,103,15116
