,TR:UZ001:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
UZ001_0_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,980.25,451.25,2713,22851,1112.5,2017.75,3311.75,669.5,321.25,368.5,790.75,3375,418.5,27061,447,491.75,1181,99,17100.8
UZ001_5_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,980.25,451.25,2713,22851,1112.5,2017.75,3311.75,669.5,321.25,368.5,790.75,3375,418.5,27061,447,491.75,1181,99,17100.8
UZ001_25_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,980.25,451.25,2713,22851,1112.5,2017.75,3311.75,669.5,321.25,368.5,790.75,3375,418.5,27061,447,491.75,1181,99,17100.8
UZ001_5_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1249,500,2724,23681.5,1246,2332.5,3636,715,344,439,759,3476,507.5,28041.5,467,493,1210.5,113,17026
UZ001_5_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1316.5,472,3410,23854,1342.5,2104.5,3954,712,333.5,508,775.5,3800,522,31767.5,488,437,1291.5,113,16991.5
UZ001_5_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,985,312,1983,18629,799,1878,3707,595,254,361,663.5,2857,331,12430,278.5,416,648,81.5,16426
UZ001_5_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1045,413,2448,20728.5,1080,1952,3021.5,749,288,337,627,2808.5,348,27337.5,354,437,1055,109,17118
UZ001_5_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2164,481,5295.5,25192,1253.5,2791,4302,769.5,353.5,507,811,3816.5,434.5,29022,491,558,1338,105,17049
UZ001_5_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1164.5,397,3382.5,21732,1193.5,2285,3911,698.5,513,427.5,1008,3935,416,26253.5,380,557.5,1383,80.5,17118
UZ001_5_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1315,447.5,3765,25562,1363,2293.5,4823,745,394,499.5,754,4339.5,455.5,27107,428,510,1364,96,16672
UZ001_5_NaCl_phospho,1,,,,,,,,,1,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1265.5,491,2712.5,25146,1139.5,2387,5931,922,345,502,670,3061,387,25769,425,499,1242,87,16610
UZ001_5_IL1A_phospho,1,,,,,,,,,,1,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1045,469,2457,22216,1215,2463,3151,815.5,332,417.5,718,3478,463,29760,537.5,508,1279.5,121,17037.5
UZ001_5_Teri_phospho,1,,,,,,,,,,,1,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1547,416,2979,23670,1221,2334,4046,750,337,417.5,843.5,3510,424.5,32597.5,411,401.5,1373,114,17026
UZ001_5_IL6_phospho,1,,,,,,,,,,,,1,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1081,460.5,8840,23324,1243,2034,3378,680,482,401.5,2041,3310.5,438.5,26184.5,495,580,1193,114,16980
UZ001_5_INS_phospho,1,,,,,,,,,,,,,1,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1019,426,2925.5,23462,1264,2614,3065,773,328.5,351,843.5,3407,391,27707,404,500.5,1108.5,105,16933
UZ001_5_LPS_phospho,1,,,,,,,,,,,,,,1,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1264,448.5,3822,26761,1534,2819,3720.5,994,320,411,891,4063,518.5,34766,446,535,1497.5,132,17233
UZ001_5_EGCG_phospho,1,,,,,,,,,,,,,,,1,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1642,447,1463.5,16334,1400,1198,16989.5,732.5,317.5,476,867,2257,483,25849.5,409,553.5,1298,102,17072
UZ001_5_PolyIC_phospho,1,,,,,,,,,,,,,,,,1,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1609.5,473,3588,28515,1569,2787,4157,642.5,383,466,1207,4470,494,28399,546.5,508,1263,89,17072
UZ001_5_conA_phospho,1,,,,,,,,,,,,,,,,,1,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1268,534.5,2458,24062,1516,2313.5,3374.5,697,409,483,900.5,3758,456,27130,569.5,565,1323,132.5,16956
UZ001_5_S1P1_phospho,1,,,,,,,,,,,,,,,,,,1,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1083,446,2048.5,19656,1041,1906,3077,785,321.5,399,868,2861,410,22770,406.5,392.5,942,99,16516.5
UZ001_5_TNFA_phospho,1,,,,,,,,,,,,,,,,,,,1,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,962,425.5,2537,23139,1214,2208,3144,839.5,343,425,832.5,3349,416,26415,466.5,539,1215.5,122,17303
UZ001_5_vitD3_phospho,1,,,,,,,,,,,,,,,,,,,,1,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,972,446.5,3063.5,22943.5,1177,2180,2925.5,780.5,372,323.5,818.5,3346,476,28168,397.5,506,1067,133,17210
UZ001_5_DMF_phospho,1,,,,,,,,,,,,,,,,,,,,,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,958,449,3318.5,23739,1227,2226,2989.5,941,378,447,764,3022,467.5,33774,369,528,1450,118,17510
UZ001_25_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1415,675,3704,22862,1767,2564,5451.5,1141,453.5,539.5,780,7438.5,1610,37466,551,725.5,1491,126,17256
UZ001_25_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,885.5,478,2707,21893,1380,2233.5,3436,1017,287,384,691,4127,620,29391,373,464,999,104,17303
UZ001_25_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,900,475,2214.5,24592.5,1211,1906,3325,991,332,403,781,3451,418.5,23278,432,455.5,1404,85,16944.5
UZ001_25_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,739,455,2293,17625,1028,1755,2143,848,368.5,469,681.5,2537.5,409,30268,402,498,1202,108.5,17752.5
UZ001_25_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,778,502.5,2727.5,20878,1289,2208,2827,1034,436,534.5,760,3899,567,26646,540.5,491,1259.5,105,16979.5
UZ001_25_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,812,422.5,3811,21986,1291,2217,3148,904,2119,410,2468,3593,517.5,26323,433.5,1999,1269,111,17349
UZ001_25_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,803,472,2422.5,21594,1230,2123,3272,933.5,632,463,771,3295,472.5,27246,491,523,1197,124,17303
UZ001_25_NaCl_phospho,1,,,,,,,,,1,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2084,410.5,2700.5,18098.5,844,1428.5,5103,850,354.5,374,651,2084.5,387.5,26946,424,491,1097.5,102,17095
UZ001_25_IL1A_phospho,1,,,,,,,,,,1,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,852.5,582,2296,18767.5,1541,1992,4528,1175.5,475.5,626,927,5055,788,26265.5,611.5,599,1125.5,91,17095
UZ001_25_Teri_phospho,1,,,,,,,,,,,1,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,636,542.5,1199.5,13787,1076.5,1535.5,3241.5,1105.5,297.5,452.5,670,2000,430,18318,409,626,1037,116,17118
UZ001_25_IL6_phospho,1,,,,,,,,,,,,1,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,587.5,436,1582,15895,985.5,1792.5,2506,776.5,320.5,499,665,2004,434,18964,410,542,926,107,16980
UZ001_25_INS_phospho,1,,,,,,,,,,,,,1,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,909,438,3404,22885,1302,1993,3442.5,760,420,439,781,3393,522,30568,443.5,524,1194,107,17210
UZ001_25_LPS_phospho,1,,,,,,,,,,,,,,1,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1105,454,2934,21916.5,1195,1922,3084,633,334,372,736,3078,383.5,25769,458,469,1068.5,107.5,17026
UZ001_25_EGCG_phospho,1,,,,,,,,,,,,,,,1,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1361.5,477,1412,15064.5,1886.5,1121.5,25423,1376,328,619,665.5,6005,2036,23070,278,511.5,1137,90,17464
UZ001_25_PolyIC_phospho,1,,,,,,,,,,,,,,,,1,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1212.5,580,3078,24362,1652.5,2191.5,8290,2063,370,414,707,9776.5,1814.5,30487,481,441.5,1124,89,17244.5
UZ001_25_conA_phospho,1,,,,,,,,,,,,,,,,,1,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1081,602,2249.5,21178,1734,2126,6515,1349,519,502,948,8087,1486.5,28284,637,599,1016.5,108,17210
UZ001_25_S1P1_phospho,1,,,,,,,,,,,,,,,,,,1,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1041,458.5,2918,24962,1595,2076,5235,1234,378,472.5,718.5,5960,904,30810,412.5,501,1105,102,17164
UZ001_25_TNFA_phospho,1,,,,,,,,,,,,,,,,,,,1,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1559,450.5,2964.5,19482.5,1285,2023.5,5384,1118,298.5,503,675,6691,996,31375,431.5,498,1188.5,109.5,17049
UZ001_25_vitD3_phospho,1,,,,,,,,,,,,,,,,,,,,1,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,899,422.5,2384,22781.5,1215.5,1894,3262,718,308,465,652,3347,501,27153,450.5,500,947,103,17303
UZ001_25_DMF_phospho,1,,,,,,,,,,,,,,,,,,,,,1,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,824.5,467,2585,26161,1172,2391,3547,674,399,431.5,980,3489,405,23554,405,620,1191.5,120.5,17141
