,TR:IB065:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
IB065_0_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2106,678.5,4458.5,17025.5,3379.25,5163.5,11973.3,947.75,580,454.75,704,4129.5,718.5,25804,622,512.5,5232,105.5,17066.3
IB065_5_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2106,678.5,4458.5,17025.5,3379.25,5163.5,11973.3,947.75,580,454.75,704,4129.5,718.5,25804,622,512.5,5232,105.5,17066.3
IB065_25_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2106,678.5,4458.5,17025.5,3379.25,5163.5,11973.3,947.75,580,454.75,704,4129.5,718.5,25804,622,512.5,5232,105.5,17066.3
IB065_5_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3103.5,923,5110,19010,4449,5722.5,13564,1150,599,448.5,711,7079,2447,27764.5,790,580,6141.5,86.5,17049
IB065_5_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2620.5,797,4765,19251.5,3779,5306,12643,1096.5,519,489,683,3952,593,27810.5,727,555.5,5341,136,16818
IB065_5_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2676,844,5350.5,17303,2889,4107,11920,954,551,473,776,3412,563.5,23081.5,552,573.5,7911,134,17003
IB065_5_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2395,956,4743,18156,3325,5265,12408,1054,648,487,750,4006,637,26069,624,521.5,5541,115,16956.5
IB065_5_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2541,1048,4586,17867.5,4167.5,5750,12873,1285,628.5,514.5,782.5,4510,704,27095.5,707,576.5,5965,85,17095
IB065_5_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2343.5,846,5255.5,18213.5,4354.5,6012,12358,1079.5,1420,451.5,1368,5042.5,750,27938,666,640.5,5857,108,16887
IB065_5_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2955,1038,5084.5,15936,3683.5,4933,12945.5,805,619.5,425.5,684.5,3999,582.5,28283.5,637,557,5066,113,17141
IB065_5_NaCl_phospho,1,,,,,,,,,1,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6600,927,6327,19182.5,3685,6121,13258,957.5,497,498,826,6397,1028,33024.5,688.5,534.5,6032,87,17349
