,TR:UZ013:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
UZ013_0_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,753.75,619.75,1228,30569.5,619.5,1338.75,4327,567.5,393.5,404.25,632,1923.25,388,18308,470.5,510.75,1352.25,121.25,14348.3
UZ013_5_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,753.75,619.75,1228,30569.5,619.5,1338.75,4327,567.5,393.5,404.25,632,1923.25,388,18308,470.5,510.75,1352.25,121.25,14348.3
UZ013_25_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,753.75,619.75,1228,30569.5,619.5,1338.75,4327,567.5,393.5,404.25,632,1923.25,388,18308,470.5,510.75,1352.25,121.25,14348.3
UZ013_5_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1066,806,1878,29081,781,1660,5485,571,621,503,750,1970,470,21360.5,495.5,524.5,1732,136,14596.5
UZ013_5_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,983,709.5,1277,28342,564,1312.5,4872,579,364.5,422,583.5,1748.5,313,17587,383,404.5,1556,71,14372
UZ013_5_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1098,598,1385.5,26415,566,1379,3953,511.5,335,315,608,1767,264,19618,439,401,1958,114.5,14498.5
UZ013_5_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1470.5,583,1952,30938.5,529.5,1270,4990.5,458,456,439,523,1958,336.5,20010,371.5,452.5,1291,67,14431
UZ013_5_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1381,692,2189,31873,692,1305,4900,517.5,557,386,645.5,1931,366,22537.5,436.5,556,1048,71.5,14789
UZ013_5_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1033.5,657.5,2532,31792.5,525,1267.5,5648,577.5,1168,453.5,1944.5,1826,372,20657,418,471.5,1456,143,15076.5
UZ013_5_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1052,694.5,2057,25307.5,550,1446,4432,480,437.5,410,668,1456,353,20495,389,522,1571.5,108.5,14629.5
