,TR:UZ037:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
UZ037_0_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2862,738,3287.25,23230.5,2119.5,2986,6099.5,1088,463.5,530.5,878,3194,777.75,24412.8,639.25,412,1914.25,122,15399.3
UZ037_5_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2862,738,3287.25,23230.5,2119.5,2986,6099.5,1088,463.5,530.5,878,3194,777.75,24412.8,639.25,412,1914.25,122,15399.3
UZ037_25_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2862,738,3287.25,23230.5,2119.5,2986,6099.5,1088,463.5,530.5,878,3194,777.75,24412.8,639.25,412,1914.25,122,15399.3
UZ037_5_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4462,805,3912,23691.5,2620,4080,6781,1324.5,482,792,1044,4932,1900.5,27142,957,457,2057,99.5,15267
UZ037_5_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4440.5,779.5,3989,23565,2509,3523,6316,993,515.5,572.5,987,3692.5,986.5,24811,688.5,433,1845,100,15553
UZ037_5_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4018,799,4685.5,28850,2159.5,3399.5,5589,1090,435.5,587.5,1050,3024.5,665.5,24845.5,739,410,2888.5,84,15375
UZ037_5_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4328,813.5,3969,24072,2116,3171,5955.5,1005.5,455.5,641,983.5,3295,700,24142,627.5,406.5,2076,113.5,15302.5
UZ037_5_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4363.5,728,3515.5,20080,1947,3459,5611.5,918,421,607.5,1078,3504,828,23218.5,597,437,1796.5,93,15226.5
UZ037_5_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4339,791,4324.5,23253.5,2647,3636.5,6797,933.5,1420,518,1798,4202,1200,24142,647,639,2062,121,15268.5
UZ037_5_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4383,763.5,4041.5,25250,2203,3444,7006,831,444,554,1019,3636,791.5,22988,596,475,2264,77.5,15362
UZ037_5_NaCl_phospho,1,,,,,,,,,1,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,9468,749,4502,22965,1533.5,2189,8999.5,1757,435.5,1110.5,914,2004,485.5,22560.5,1052,419,1406,121,15190
