,TR:KI057:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
KI057_0_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5227.5,717.25,13894.8,36600.5,3894.5,4943.25,7440.25,1061.5,322.75,388,946,1887,536,30267.5,550.5,483.5,4313.5,100.75,16645
KI057_5_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5227.5,717.25,13894.8,36600.5,3894.5,4943.25,7440.25,1061.5,322.75,388,946,1887,536,30267.5,550.5,483.5,4313.5,100.75,16645
KI057_25_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,5227.5,717.25,13894.8,36600.5,3894.5,4943.25,7440.25,1061.5,322.75,388,946,1887,536,30267.5,550.5,483.5,4313.5,100.75,16645
KI057_5_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6971,1641,14247,36069.5,4364,5125,9035,1077,392,389,NaN,2050,676.5,28422,834.5,399,4633,112,16285.5
KI057_5_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6320,804,14782,36843,4321,5313,8653.5,1097,403.5,419,1055,2021,614.5,28607,656,523.5,4197,89,16562.5
KI057_5_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6534,882,13008.5,36335,4024,4906,7658,984,330,430,723,1677,453,27107,657.5,497,4621,122,16481
KI057_5_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6015,1012.5,13123,36866,3850,4890.5,7153.5,1161,324.5,397.5,916,1921,568,29483,642,441,4153,103.5,16489.5
KI057_5_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,18802,881,13967,35389.5,4389.5,5579.5,9567,1001,325,387.5,1158,2308,696.5,30625.5,678.5,467,4291,75,16397.5
KI057_5_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5937,1014,14932,35262.5,4206.5,4964.5,8171,1036.5,1655,361,NaN,1998,577.5,26208,646,648,4168.5,107.5,16499
KI057_5_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5791,NaN,14677,37466,4042.5,4694,7920,983,380.5,410,NaN,1984,588,26415,597,463,4169,114,16633
