,TR:IB010:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
IB010_0_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6670.75,540.5,4378.5,35208.5,1520.75,2267,14024,677,290,376.75,762,2828.5,589.25,17881.3,512.75,462.5,1132,113,15338.5
IB010_5_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6670.75,540.5,4378.5,35208.5,1520.75,2267,14024,677,290,376.75,762,2828.5,589.25,17881.3,512.75,462.5,1132,113,15338.5
IB010_25_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,6670.75,540.5,4378.5,35208.5,1520.75,2267,14024,677,290,376.75,762,2828.5,589.25,17881.3,512.75,462.5,1132,113,15338.5
IB010_5_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8177,711,4830.5,34574,1378,2430,14884,582,455,490,796,3430.5,896,20933.5,750,587,1309,124,15447
IB010_5_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7661,614,4219,33997,867,2154.5,13996.5,590,342.5,372,673,2584,576,20518,583.5,413,1126.5,112,15327
IB010_5_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8588,485.5,4982,36131.5,620,1607,12425,554,260,348.5,887,2144,395,16336,449,380,980,122.5,15339
IB010_5_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,9710,571.5,5570.5,39824.5,729,1760.5,16387,546.5,309,377,997.5,2658,450,18395,583,429,1288,116.5,15513.5
IB010_5_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10609.5,524,4388,37897,712,1859,15935,529,301,461.5,859,2541,498.5,17218,551,391,1104,120,14784
IB010_5_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,11521,621.5,7169,38728,906,2177,16171,541,1627,375.5,1913.5,2528,496,20587,599,799,1184,88,15537
IB010_5_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,13175,619,5476,39005,624,1746,19756.5,507.5,324,415,1044,2300.5,489.5,19075.5,493.5,608.5,1183,101.5,15164.5
