,TR:IB024:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
IB024_0_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1047.5,461.5,2028,28336.3,889.5,2499.5,6689.5,906,313.5,490.75,494.5,3447.25,722,15089.8,509.75,449.75,1449.75,114.5,15212.8
IB024_5_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1047.5,461.5,2028,28336.3,889.5,2499.5,6689.5,906,313.5,490.75,494.5,3447.25,722,15089.8,509.75,449.75,1449.75,114.5,15212.8
IB024_25_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1047.5,461.5,2028,28336.3,889.5,2499.5,6689.5,906,313.5,490.75,494.5,3447.25,722,15089.8,509.75,449.75,1449.75,114.5,15212.8
IB024_5_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1388,568,1886,31758,551,2270.5,10574.5,1081,349,796.5,573,3137.5,1030,14313.5,617,600,1182,149,15447
IB024_5_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1657.5,410.5,2674.5,26680,1442,3469,6538,733.5,346,362,546,4362,1083,21695,440.5,384,1724,107,15159
IB024_5_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1941,456,3043.5,25988,1442.5,3591,7134,834,338,431,635,3326,679.5,22088,475,464.5,2569,100,15411
IB024_5_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1644.5,521.5,2366,25676.5,1055,2512,6477,644.5,292,383,461,3029,650,20195,542.5,378,1454,123.5,15394
IB024_5_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1507,489.5,2050,33051,501.5,2466,12240,832,306,474.5,552,3387.5,751,16302.5,497,519.5,1385,122,15011
IB024_5_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1317,502.5,2075.5,30592.5,483,1900.5,10960,1053.5,1128,706.5,1226,2763,634.5,14125,640,694,1369,103,15283
IB024_5_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1908,486,2246.5,26704,1042,2442.5,7263,579.5,303.5,393,556,2891,620,19503,452.5,358,1552,84,15202
IB024_5_NaCl_phospho,1,,,,,,,,,1,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2093.5,477,2443,26207.5,571,1672.5,8500,572,321,378,515,1827,410,16941,425,475.5,1299,97.5,15093.5
IB024_5_IL1A_phospho,1,,,,,,,,,,1,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1101,381,1518,34874,497,2078,15733,1256,327.5,604,544,2772.5,742,11429,620,523.5,1094,109.5,15013
IB024_5_Teri_phospho,1,,,,,,,,,,,1,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2579,425.5,2806,25226,669,2131,5555,607,295,343,452.5,2063.5,465,18141,399,409,1788,122,15246.5
IB024_5_IL6_phospho,1,,,,,,,,,,,,1,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2114,411,14684.5,30766,1507,3334,7456.5,603,580,303,2646,5341,1367.5,18752.5,411,483,1801,106,15019
IB024_5_INS_phospho,1,,,,,,,,,,,,,1,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1613,442,2133,25873,2341.5,4742,6682,578,302,429,456,4443,1139,18256,443,404.5,1540,94.5,15102
IB024_5_LPS_phospho,1,,,,,,,,,,,,,,1,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1311,432,1793,26415.5,1467.5,3161,7825,912,292,307,384.5,3673,996.5,16917.5,457.5,372,1281,132,14924
IB024_5_EGCG_phospho,1,,,,,,,,,,,,,,,1,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2558,365,736,23114.5,1747.5,1291,20495,574,346,278.5,472.5,1502,428,17241,255,391.5,1550,134,15009
IB024_5_PolyIC_phospho,1,,,,,,,,,,,,,,,,1,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1702,441,2964.5,27073,1819,4115,6366,613,332,348.5,532,4747.5,1141,20841,422,430,1706,82,15201
IB024_5_conA_phospho,1,,,,,,,,,,,,,,,,,1,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1844.5,560,2825,30535,1785.5,4115,7285.5,704,367,346,674,5376,1255,20403,659.5,436,1799,135.5,15595.5
IB024_5_S1P1_phospho,1,,,,,,,,,,,,,,,,,,1,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2467,437,2881,29635,1407.5,3342,6823,604,334.5,339,489.5,4373.5,1139,21268,473,453,1870,139,15046
IB024_5_TNFA_phospho,1,,,,,,,,,,,,,,,,,,,1,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1899.5,481,2357,32566,1558,3472.5,13364,2183,353.5,388.5,433,5189,1140.5,21280,455,483,1602,112.5,15172.5
IB024_5_vitD3_phospho,1,,,,,,,,,,,,,,,,,,,,1,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1948,458,2466,27488,1064,3005,6201,627.5,304.5,357,492,4001,1010,20218,463.5,387,1645,86.5,15297
IB024_5_DMF_phospho,1,,,,,,,,,,,,,,,,,,,,,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1897,445,3123,28527,1385,3213,6593,644.5,281.5,419,547,3780.5,769,20737.5,529,528.5,2010,116.5,15037.5
IB024_25_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1217,859,2665,30973,1610,3501,10925,1072.5,680,625,620.5,9184.5,3576,19756,1247,547.5,2062.5,119,15613
IB024_25_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,902,420,2231,24580,1347,3166,5389,839,327.5,424,496,3979,1092.5,17795,462,438.5,1358,145.5,15053
IB024_25_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,991,497.5,1899.5,24107.5,1149,2459,6511,813,308,398,486,2907,572.5,16121,389,429,1685.5,110,15059.5
IB024_25_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1077.5,386,1788,26265,670,1639,4911,628,256,281,436,1956,391,13996.5,366,292,1010.5,113.5,15215
IB024_25_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,815,426,1722,24973,910,2273,5561.5,810,284,330,375,3160,871.5,6136.5,439,399,690,156,13805
IB024_25_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,805.5,491,2232,23565,975.5,2214.5,5575.5,664.5,1691.5,347,1510,2681.5,674.5,14539.5,569.5,1285,1384,116,15034
IB024_25_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,855,403,1990.5,25273,962,2219,6057,696.5,680,385,489,2899,573,14684.5,497.5,415,1231.5,108,15490.5
IB024_25_NaCl_phospho,1,,,,,,,,,1,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1434,450.5,2340.5,26299.5,770,1597.5,7532.5,555,290,310,466,2218,364.5,16201,429.5,415,1668,121.5,15141
IB024_25_IL1A_phospho,1,,,,,,,,,,1,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1172.5,488,2621,26519,1721,3355,5870,843,281,404,508,4783,1049,19041,509,349,1931.5,96,14967
IB024_25_Teri_phospho,1,,,,,,,,,,,1,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1108,443.5,2290,27950,840,1913,5119.5,783,310,358,510,2855,540,17610,476,343.5,1955,130,15096.5
IB024_25_IL6_phospho,1,,,,,,,,,,,,1,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1075,448,12571,29000,1482.5,2870,5724.5,737,727.5,362,3278.5,4494,1056.5,17621.5,440.5,454,1828,87,14834
IB024_25_INS_phospho,1,,,,,,,,,,,,,1,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1073,414,2258.5,24707.5,2240,4069,6950,886,306,332,553,4665,1118,18198.5,525,419,1503.5,103,14961
IB024_25_LPS_phospho,1,,,,,,,,,,,,,,1,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1543,501,2311,28688,1285.5,2576,20356.5,1773,314,451,536.5,9841,2980.5,13664,513.5,326,1201,92,15413
IB024_25_EGCG_phospho,1,,,,,,,,,,,,,,,1,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1894.5,442,952,23980,2428.5,1640.5,33385,1297.5,327,304,566,6357,2742,17564,305,461,1444,84,14782
IB024_25_PolyIC_phospho,1,,,,,,,,,,,,,,,,1,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1130,610,2360,31700.5,756,2893,26911,1958,428,599,638,8037,2388,18233,756,489.5,1539.5,103.5,15352
IB024_25_conA_phospho,1,,,,,,,,,,,,,,,,,1,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1195,506,2741.5,25134,2344.5,4350,14029,1427,369,417,448,10278.5,4209,25550,572,458,1747,96,15213.5
IB024_25_S1P1_phospho,1,,,,,,,,,,,,,,,,,,1,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,959,412,2132,25388,1628,3334.5,9687,1137.5,347,442,525,4757.5,1240,20345,644,434,1511,104,16144
IB024_25_TNFA_phospho,1,,,,,,,,,,,,,,,,,,,1,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,888,543.5,1523.5,21834,1064.5,2440,12511,1961.5,347,692.5,471,4609,1371.5,15800.5,555.5,453.5,1303,110,15635
IB024_25_vitD3_phospho,1,,,,,,,,,,,,,,,,,,,,1,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,819.5,469.5,1917,26127,914.5,2180,4045.5,611,325.5,399,470,2154,482,16875.5,504,367,1444,151,15431
IB024_25_DMF_phospho,1,,,,,,,,,,,,,,,,,,,,,1,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,926,421,2107,24049,1235,2324,9791,876.5,405,372,454,4117,911,18337.5,413.5,396,1342,108,15124.5
