,TR:UZ017:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
UZ017_0_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2029.5,747.25,2410.75,22758.5,2059.5,2344.25,14612,601,427.5,421,653.75,4050.75,664,22701,416,314.75,1254.75,109.25,16529.5
UZ017_5_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2029.5,747.25,2410.75,22758.5,2059.5,2344.25,14612,601,427.5,421,653.75,4050.75,664,22701,416,314.75,1254.75,109.25,16529.5
UZ017_25_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2029.5,747.25,2410.75,22758.5,2059.5,2344.25,14612,601,427.5,421,653.75,4050.75,664,22701,416,314.75,1254.75,109.25,16529.5
UZ017_5_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2130,1139.5,2519,20590,2479.5,3122,16403,638,488,613,765,5084,951,23104.5,475,514,1383,132,16864
UZ017_5_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2071,923,2099,17695,2318,2535,15752,591.5,467,471.5,710,4031,886.5,22966,506.5,400,1273,102.5,16587
UZ017_5_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2668,852,2627,28030,2120,3103,13991,733,323,266,641.5,4327.5,636,23716,442,353,1824,109.5,16287
UZ017_5_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1729,884.5,2125,19356,2078,2533,15125.5,635,427.5,464,542,3654,601,23601,377,485,1156,102.5,16287
UZ017_5_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8362.5,827,2990,18652.5,2111.5,2327.5,19171,621.5,428,435.5,727,4967,1007,20717,423,411,1377,114,16414.5
UZ017_5_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2402.5,762.5,2841,25008,2111.5,3002,15380,691,625.5,291.5,1151,5576,845,23324,325,318,1441,82,16818
UZ017_5_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2525,836.5,3232.5,26138,2147,3065,15460,668,398,318,683,4944,754,22113,373,246.5,1386,107,16495
