,TR:CH008:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
CH008_0_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3019,507,5347.25,34827.5,805.75,2810.5,8698.75,1075.5,352.5,531,613,3459,711.5,17661.8,603.25,429.25,5455.5,114,15729.5
CH008_5_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3019,507,5347.25,34827.5,805.75,2810.5,8698.75,1075.5,352.5,531,613,3459,711.5,17661.8,603.25,429.25,5455.5,114,15729.5
CH008_25_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3019,507,5347.25,34827.5,805.75,2810.5,8698.75,1075.5,352.5,531,613,3459,711.5,17661.8,603.25,429.25,5455.5,114,15729.5
CH008_5_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2728,436,5092,37251,704,2495,8078,802,307.5,398.5,517,2972,579,16540,515.5,415,5334,81,15729
CH008_5_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1984,502.5,4429,38267,561,2208,7168,912,306.5,482.5,569,2507,410.5,15223.5,714,458.5,5628,106,15787.5
CH008_5_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2064,527,4255,36316.5,486,2477,7776,985.5,330,508.5,605,2364,413.5,15370,665,431,5601.5,126,15716.5
CH008_5_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2237,486,4747,36443,743,2368.5,7231,799.5,378.5,425.5,601.5,2382,441,17656,581,442,4300.5,101,15713
CH008_5_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1389.5,397,3900,35220,663.5,2154.5,5120,797,323.5,514,564,2345.5,388.5,14599,546,363,3707.5,85,15447.5
CH008_5_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1731,438,4627,38197,559,2090,6916,704.5,510,393,862,2520.5,452.5,15636,563,446,4606,90,15783
CH008_5_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1552,408,4381,39190,514,2059,7071,659,277,391,546,2076,332,14177,506,410,4765.5,102.5,15507.5
CH008_5_NaCl_phospho,1,,,,,,,,,1,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2307,453,4269,38382,442,1787,13400,783,282.5,440.5,575,2170.5,375,15351,503,374,3565,131,15615
CH008_5_IL1A_phospho,1,,,,,,,,,,1,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3242,347.5,3420.5,37967,440,1849,10477,1174,305.5,737.5,547,2146,520,14382.5,610,479,2427,104,15626
CH008_5_Teri_phospho,1,,,,,,,,,,,1,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3802,493,5405,35359,1050.5,2676,5365,764,409,465,632,2675,485,17656,674,400,6546,117,15652
CH008_5_IL6_phospho,1,,,,,,,,,,,,1,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2972,474,9337,34977.5,958,2552,6293.5,704.5,517.5,361.5,1497,2895,574,17148,525,417.5,5709.5,117,15488
CH008_5_INS_phospho,1,,,,,,,,,,,,,1,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1868.5,418,3742,39270.5,451,2314,9209,1089,280,663,694.5,2486,567,13070.5,738,473,3277.5,92,15487
CH008_5_LPS_phospho,1,,,,,,,,,,,,,,1,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1812,379,3013,37908.5,439,1840,9670,1300,288,517.5,600,2398,489,11967,653,399,2807,68.5,15574
CH008_5_EGCG_phospho,1,,,,,,,,,,,,,,,1,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3491.5,315,945,22757,808,832.5,11301.5,585,297.5,283,433,1385,305,6488.5,277,310,3171,106,15030
CH008_5_PolyIC_phospho,1,,,,,,,,,,,,,,,,1,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2719,496.5,5381,30604,1207.5,3372,6121,727,314,424,580.5,2803,525,20391.5,466.5,414,4648,106.5,15404
CH008_5_conA_phospho,1,,,,,,,,,,,,,,,,,1,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3461,1197.5,5855,37343,2153,3995.5,6564,1328,888,1115.5,1017,4710,873,17910,2040,527.5,8694,103,15845
CH008_5_S1P1_phospho,1,,,,,,,,,,,,,,,,,,1,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1989.5,527,5845,33304,1212,3486,4401.5,768,452,489,673,3450,758,20287,782.5,460,6757,121,15310
CH008_5_TNFA_phospho,1,,,,,,,,,,,,,,,,,,,1,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3137,590,4633.5,35728,1799.5,3658.5,12637,3033,421.5,570,600,6208,1561,19929.5,750,442.5,4617,108,15308.5
CH008_5_vitD3_phospho,1,,,,,,,,,,,,,,,,,,,,1,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2234,520,4121.5,40690,474.5,2328,10342,1542,370,939,641,2530.5,561.5,14730.5,775,493,4231,117,15481
CH008_5_DMF_phospho,1,,,,,,,,,,,,,,,,,,,,,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2557,530,4001.5,39028,587,2615,11203.5,1059,360,711,546,3148,564,15442,714,465,3326.5,119,15498
CH008_25_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2994,3500,4107,36651,4644.5,3031,18152.5,2550.5,4638.5,5033,2889.5,9556,3143,17172,10563.5,1217,5943,111.5,15340
CH008_25_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2361.5,626,5678,30258,1374,3587,7952,1529.5,407.5,538,619.5,6208.5,1346,22780,751,451.5,7008,103,15212.5
CH008_25_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1966,454,5144,30858,1086,2727.5,6732,1054,311,403,571.5,3172,585,19987.5,497,400,5509.5,110.5,15339
CH008_25_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,4540.5,489.5,5285,35497,901.5,2671.5,9372.5,1044,294,371,597,3004,543,19687,491.5,426,5590,119,15699
CH008_25_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3255,552,5976,35312,1316,3680.5,12809,1597,341,470,618.5,6309,1496.5,22549,776,420,5931.5,112.5,15384.5
