,TR:KI015:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
KI015_0_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3297,544.5,1672.5,23535.8,1968,3466,5490.5,841.75,416.75,411.25,488.5,1805,389,20748.8,654.5,380.75,3082.75,114.5,15707.5
KI015_5_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3297,544.5,1672.5,23535.8,1968,3466,5490.5,841.75,416.75,411.25,488.5,1805,389,20748.8,654.5,380.75,3082.75,114.5,15707.5
KI015_25_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3297,544.5,1672.5,23535.8,1968,3466,5490.5,841.75,416.75,411.25,488.5,1805,389,20748.8,654.5,380.75,3082.75,114.5,15707.5
KI015_5_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5503,722,2410,28527,1223.5,3958,19514.5,937,551,637,645,1947,388,20714,654,428,3972,100,15484
KI015_5_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2965,479,1858,18141,1925,3485.5,3646,646,426,398,550,1763.5,367,20356.5,549,478,4822,106.5,15499
KI015_5_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3083,526.5,1988.5,19075.5,1854,3625,3990,702,427.5,385.5,540.5,1933,374,21499,521,287,6522,100,15483.5
KI015_5_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2819,561,2158,30812,1004.5,3684,11743,1010.5,415,515.5,478,1981.5,368,20818,611,394.5,3723,132,15737
KI015_5_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2829,545,1430,18233,2227,3053.5,4260,637,450,383,479.5,1829,339,18798.5,607,378,1908.5,81.5,15678.5
KI015_5_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4067.5,525,1679,18487,1873,3338,4113,728.5,485,363,546,1620,342.5,20172,606.5,379,3816,80,15717
KI015_5_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,409.5,456.5,437,168,251,483,1385,313,322.5,207,313,157,307,3831,232.5,949.5,766.5,94,16217
KI015_5_NaCl_phospho,1,,,,,,,,,1,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,31204,599,2572,28988,1090.5,4046,27904,1345,450,444,458.5,2880.5,567.5,23011,623,393.5,2879,103.5,15612.5
KI015_5_IL1A_phospho,1,,,,,,,,,,1,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6272,631,2019.5,29589,1885,4046,16229,2382,424,467,492.5,2735.5,440,24649.5,700.5,415,4378,100,15805
KI015_5_Teri_phospho,1,,,,,,,,,,,1,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8166.5,595.5,1694,23034,1824.5,3522,5592,874,392,437,443.5,1715,290,24684,518,338,4490,88,15818
KI015_5_IL6_phospho,1,,,,,,,,,,,,1,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5743.5,484,5545,26207.5,1625,3666.5,8412,822,553,379,1736,2104,402,22226,619,405,3448,86,15801
KI015_5_INS_phospho,1,,,,,,,,,,,,,1,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,381,454,479,222,285,437,1399,354,300,242,281,195,265.5,3858,269,1077,756.5,117.5,16796
KI015_5_LPS_phospho,1,,,,,,,,,,,,,,1,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5374,492,2132.5,27488,2778,5043,8052.5,2053,388,418,503,2852.5,452.5,22388,594,307,3781.5,111,15722
KI015_5_EGCG_phospho,1,,,,,,,,,,,,,,,1,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,336,385,409,173,235,442.5,1272.5,302.5,266,178,305,179,260,3322,246,1085,617,122,16035
KI015_5_PolyIC_phospho,1,,,,,,,,,,,,,,,,1,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5919,607.5,1682,22445.5,2280,4020,5973,945,390.5,346,487,1959,388.5,22641.5,592,311.5,3194,113.5,15634
KI015_5_conA_phospho,1,,,,,,,,,,,,,,,,,1,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5964.5,545,1794,27881,1131.5,4332.5,15065.5,1016,425,438,543,2236,414.5,22388,619.5,407.5,3638,133,15498
KI015_5_S1P1_phospho,1,,,,,,,,,,,,,,,,,,1,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6042,654,1742.5,24049,2148,4157.5,6017,816.5,397,315.5,458,2103,344.5,24453.5,559.5,383,3961,84,15789
KI015_5_TNFA_phospho,1,,,,,,,,,,,,,,,,,,,1,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5487.5,611,2028.5,28965,1125,4058,33328,4817,434,517,592,3285,413,24961,518,386,2897.5,117,15440
