,TR:CH055:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
CH055_0_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13301.3,531,9919.75,38359,1116,4102,7021.25,913.5,349.75,374.75,891.75,2910,484.5,22739.5,704,363.5,10925.5,99.5,15888
CH055_5_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,13301.3,531,9919.75,38359,1116,4102,7021.25,913.5,349.75,374.75,891.75,2910,484.5,22739.5,704,363.5,10925.5,99.5,15888
CH055_25_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,13301.3,531,9919.75,38359,1116,4102,7021.25,913.5,349.75,374.75,891.75,2910,484.5,22739.5,704,363.5,10925.5,99.5,15888
CH055_5_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,17287,530,11906,44475,1249,4643.5,9353,969,380,432,883,3784,584.5,23103,712,387.5,13180,121,15851
CH055_5_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,15861,451,9789,44314,1046.5,4027,8734,858,347,336,859,2948,434,20564,680,379,11346,112.5,15878
CH055_5_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,21672,539,10858,39928,1094,4598.5,8214.5,808,378,322.5,903,2828.5,389,22318,592.5,459,12416.5,87.5,15660.5
CH055_5_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,18798.5,494.5,11327,44417.5,1111,4213,8288,898,379,371.5,920.5,3467,476.5,22734,725,416,12289,114.5,15702
CH055_5_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,41728.5,416,9994.5,35105,1248,3644,20195,625,352,446.5,691,3134,532,20472,554,589.5,10134,121.5,15525
CH055_5_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,17275.5,512,12368,44809.5,1115,4120,8122.5,888,2047,349.5,3906,3033.5,452,20080,642,483,11003,111,15983
CH055_5_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,20852.5,538,10833.5,48779.5,870,4031,12905,1111,338,368.5,851,2774.5,417,19733,636,431.5,11612,148,16131
CH055_5_NaCl_phospho,1,,,,,,,,,1,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,28399.5,528,13293,44429,1107.5,5004,16986,1608,382,435,918,2873,428,23484,667,437,11841.5,91.5,15835
CH055_5_IL1A_phospho,1,,,,,,,,,,1,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,15487.5,460,10035,49183.5,1267,4141,11211.5,2464.5,409,507,888.5,3837,540,23495,718,424,11516,110,15781
CH055_5_Teri_phospho,1,,,,,,,,,,,1,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,16595,474.5,9789,51941.5,774,3699,13023,972,368.5,411,801,2689,402.5,22111,611,412,12661,98,16114
CH055_5_IL6_phospho,1,,,,,,,,,,,,1,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,14016,495.5,29473,49437,1102,4125,8702,804,1261,345,6511.5,3612,598,22526,572,391,11306,110.5,16071
CH055_5_INS_phospho,1,,,,,,,,,,,,,1,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,11384,441.5,7358,50337,606,5158,16779,1158,319,660,801,3779.5,654,19018,802,361,8671,102,15929
CH055_5_LPS_phospho,1,,,,,,,,,,,,,,1,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,13858,469,7032,49737,559,4030.5,19849,1888,293,574,798.5,2876,611,18649,824,368,7688,96.5,15718
CH055_5_EGCG_phospho,1,,,,,,,,,,,,,,,1,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,19133,546,1764.5,25827,562,1717,40667,1093.5,390.5,485,625.5,1378.5,371,14731,309,373,4777.5,96.5,15482.5
CH055_5_PolyIC_phospho,1,,,,,,,,,,,,,,,,1,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,21834,531,9984,41082,1202,4703,9974.5,867.5,366,462,830,3791,710.5,23195.5,766,432,10909,88,15621
CH055_5_conA_phospho,1,,,,,,,,,,,,,,,,,1,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,15996.5,521,9142,33120,1054,4368,6898,681,327.5,461,875,3430.5,546,22214.5,663,355,11410,142.5,15789
CH055_5_S1P1_phospho,1,,,,,,,,,,,,,,,,,,1,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,14183.5,544.5,9324,45214,1260,4550,6911,970,364,429.5,914,4127.5,681,23703,700,370,11227.5,149,16030
CH055_5_TNFA_phospho,1,,,,,,,,,,,,,,,,,,,1,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,14122,469,8361,46645,1074,4052,10407,4319,356,395,829,3698,542.5,21395,612,321,9260,126.5,15929
CH055_5_vitD3_phospho,1,,,,,,,,,,,,,,,,,,,,1,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,15561,545,6968.5,51515,534,3595,16980,1365,321,657.5,810,2595,437,19179,803,372,8173.5,98,15925.5
CH055_5_DMF_phospho,1,,,,,,,,,,,,,,,,,,,,,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,15009,503.5,9436,51584,774,3978,11789,943,320,317,742.5,2896,435,21234,691,395.5,10534,104,16356.5
CH055_25_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,11077,713,9652.5,43367,1368,4393,7407,1029,435,457,796,4590,1110.5,24326,958,408,11335,101.5,16102
CH055_25_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,6516.5,519,10006,37413,1184.5,4186.5,7084,1214,331,383.5,765,3449,545,24026,667.5,391,11769,98,15694
CH055_25_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,5737,472,9112,29173,1114.5,3567.5,4683.5,833.5,351,400.5,789,2359,408,22295.5,698,349,11551,83,15977
CH055_25_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,6532,447,8475.5,31135,1007,3381,4854,735.5,357,434.5,939,2275,345,22295.5,649,361,10101,129,15870.5
CH055_25_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,12607,541.5,9193,31804,880,3397.5,5217,910,360,362,684,2741,432.5,25896,602.5,431,9809,91.5,16171
CH055_25_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,7366,437.5,10619,40516.5,1055.5,3282,5613,801,5268,407,6077.5,2877.5,424,21949,520,598,9498.5,104.5,16050.5
CH055_25_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,7133,448,8417,51653,635.5,3250,13791,1267.5,1165,381,713,2532,350.5,20472,553,426,8956,113.5,16218
CH055_25_NaCl_phospho,1,,,,,,,,,1,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,47625.5,493,9838,39836,702.5,3400,17702,1767,295.5,392,735,2096,344,22965,529,332,9029,125.5,15608
CH055_25_IL1A_phospho,1,,,,,,,,,,1,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,8059,529.5,8547,40044,1129,3474,8992,1332,291,394.5,661.5,3663,544,23334,546.5,385,9626,124,15661
CH055_25_Teri_phospho,1,,,,,,,,,,,1,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,10065,489,8252.5,33928,928.5,2949,5652,624,295,392.5,746,1772,326,20183.5,555,323,11062,114,15517
CH055_25_IL6_phospho,1,,,,,,,,,,,,1,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,6935.5,490.5,27522.5,29023.5,1144.5,3824,5935,820.5,1710,361,6201.5,3925,595.5,24557,506,461,8940,133,15606.5
CH055_25_INS_phospho,1,,,,,,,,,,,,,1,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,7837,528,9956.5,35335,1369,5784.5,7569.5,1438,337,326,904,4095.5,498,23888,607.5,375,10347,114,15502.5
CH055_25_LPS_phospho,1,,,,,,,,,,,,,,1,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,11309.5,660.5,11042.5,40182,1442.5,4774,18672,3320.5,357,365,747.5,15086.5,3002,27627,676,413.5,10658.5,92.5,15727
CH055_25_EGCG_phospho,1,,,,,,,,,,,,,,,1,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,14749,601,2189,24996,695,2244,45721,3168.5,348.5,516,651.5,5787.5,1237,18602.5,380.5,264,6799,117,15100
CH055_25_PolyIC_phospho,1,,,,,,,,,,,,,,,,1,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,9334,586,10229,43183,1166,4332,14689,3479.5,372,346,722,6324,829,26427,675,379,9856,133,15500.5
CH055_25_conA_phospho,1,,,,,,,,,,,,,,,,,1,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,7145.5,1661.5,9519.5,44129,2496,4471,12318.5,3071,1171.5,1523.5,1419,7948,813,24465,3565,459,14883,115,15672
CH055_25_S1P1_phospho,1,,,,,,,,,,,,,,,,,,1,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,6904.5,503.5,9955.5,36859,1106,3965.5,7669.5,1339.5,366,335,852,3601.5,524,26357,631,311.5,11587,134,15560.5
CH055_25_TNFA_phospho,1,,,,,,,,,,,,,,,,,,,1,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,8785,589.5,11033.5,24396,1180,4450,12541,1785,345,388,755.5,7272.5,831.5,29173,671,409.5,12620.5,128,15451.5
CH055_25_vitD3_phospho,1,,,,,,,,,,,,,,,,,,,,1,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,7436,481,9727,32312,1029.5,3426,5094,616.5,296,389,797,2251.5,399,22883.5,583,372.5,11955,128,15359
CH055_25_DMF_phospho,1,,,,,,,,,,,,,,,,,,,,,1,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,8681,494,9825.5,42455.5,939,3427,7601,892.5,290,301,636,2247,406,21360.5,536,370,9986.5,105,15496.5
