,TR:CH035:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
CH035_0_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2891.5,616,8923,30581,1412.25,2857.5,13563.5,611,421,405.25,837,2191,481,23743.8,419.75,373.75,4542.5,117.5,16813.5
CH035_5_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2891.5,616,8923,30581,1412.25,2857.5,13563.5,611,421,405.25,837,2191,481,23743.8,419.75,373.75,4542.5,117.5,16813.5
CH035_25_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2891.5,616,8923,30581,1412.25,2857.5,13563.5,611,421,405.25,837,2191,481,23743.8,419.75,373.75,4542.5,117.5,16813.5
CH035_5_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4709,599.5,8838,31573,1521,3185,13967.5,608.5,377,356,705,3138,881,23588,429,374.5,4364,94,16571
CH035_5_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5210,638,9177,31296,1401,3192,13316,649.5,397,378,799.5,2682,506,25445.5,455,410,4919,118,16710
CH035_5_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4145,534,8450,29681,1363,2506,13119,571,401,330,892,1684,415,20934,426,270.5,4793.5,132,16697
CH035_5_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3824,569,8921,32589,1391.5,2660,12216,585,383,388,971.5,1855,347.5,22434,419,349,5453,113,16848
CH035_5_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,9755.5,607,7480,29184.5,1338,2631,12674,587.5,357,346,815,1878,458,22156.5,440.5,525,4860,107,16720
CH035_5_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4623,587,11260,33489,1477,2774.5,12980,566,1175,318.5,2342,2348,436,23980,447,460,5629,117.5,16802
CH035_5_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4825,533,10099,32935,1231,2443.5,13270,510,434,409,967.5,2066.5,402,22053,490,466,5058,118,16756
