,TR:KI059:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
KI059_0_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1632.75,633.5,7128.75,42287,2026,3715,15253,1006.5,436.25,308.5,844.25,1638.5,516.5,29633.5,415.75,334,2223.75,96.75,16611.8
KI059_5_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1632.75,633.5,7128.75,42287,2026,3715,15253,1006.5,436.25,308.5,844.25,1638.5,516.5,29633.5,415.75,334,2223.75,96.75,16611.8
KI059_25_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1632.75,633.5,7128.75,42287,2026,3715,15253,1006.5,436.25,308.5,844.25,1638.5,516.5,29633.5,415.75,334,2223.75,96.75,16611.8
KI059_5_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2588.5,808.5,8762.5,42910,2396,3794,16587,955.5,488,440,1064.5,2164,698,28191.5,495,400,2810,110,16703
KI059_5_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1851,761,6485,41260.5,2189,3653,14657,1060,440,277.5,1007,1787,491.5,26346,378,402,2388,84.5,16772
KI059_5_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2511.5,622,6556,42749,1995,3443,14225,982,479,314,588.5,1587.5,414,26057.5,365,463,2765,105,16783.5
KI059_5_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1997,746,6597.5,41664,2189,3782,14661,1000,429,337,858,1902,525,26669,482,496,2301,94,16818
KI059_5_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,9213,722,6457,39127,2376,4197.5,17095,916,478,406,878.5,2097,666.5,31214,452.5,427.5,2536.5,107.5,16610
KI059_5_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2923,640,8201,40822.5,2463,4227,15356,1099,2494.5,338,2525.5,2732,864,28884,437.5,773,2388,109,16680
KI059_5_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3919,719.5,8256,43441,2357,4172,16261,903,524,344,880.5,2258,676,31398,395,353.5,2365.5,133,16490
KI059_5_NaCl_phospho,1,,,,,,,,,1,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,14091,749,8231,42298.5,1996.5,4799,23854,1410,470,358.5,756,3536,1067,33567,507,533,2131.5,101,16795
KI059_5_IL1A_phospho,1,,,,,,,,,,1,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
KI059_5_Teri_phospho,1,,,,,,,,,,,1,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2131.5,541,5797,40695,1851,3304.5,14728,969.5,417,375,837,1443,449,28538,425,372,2551.5,121.5,16564
KI059_5_IL6_phospho,1,,,,,,,,,,,,1,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2074,738,26242.5,41526,2691,4294,15395,978,762,364.5,4782,2835.5,1125,27557.5,393,419.5,2398,83,16390
KI059_5_INS_phospho,1,,,,,,,,,,,,,1,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1870.5,707,6025.5,41122.5,4166,7929,14980,992,481,314.5,953,3425,1334,26957.5,390,298.5,2401.5,84.5,16530
KI059_5_LPS_phospho,1,,,,,,,,,,,,,,1,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2556,591,5883,44986.5,2675,4422.5,17152.5,4178,439,357,839,2780,908,28918.5,406,411,2232,78,16552.5
KI059_5_EGCG_phospho,1,,,,,,,,,,,,,,,1,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,9311,369,1156.5,21594,2288,1786,30371.5,826,674,344,484.5,1201,460,10852,346,277,1711,63,16593.5
KI059_5_PolyIC_phospho,1,,,,,,,,,,,,,,,,1,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1876.5,679,7302,43971,2103,3923,15338,1123,406,393,966.5,1769,595.5,28999,455.5,409,2289,101,16449
KI059_5_conA_phospho,1,,,,,,,,,,,,,,,,,1,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2194.5,638,7692,47340,2148,3925,15678.5,1051,483,333,939,1883.5,502.5,27938,440,400,2754,86,16657
KI059_5_S1P1_phospho,1,,,,,,,,,,,,,,,,,,1,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1833,620.5,6903,43856,2328,4173,14661,1053,411.5,389,978,2246,718.5,30152,446,358,2485,88,16449
KI059_5_TNFA_phospho,1,,,,,,,,,,,,,,,,,,,1,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1722.5,666,7298,53880,2541,4277.5,22516,10654.5,432,360,890,3028,726.5,32506,466,350,2429,123.5,16795
KI059_5_vitD3_phospho,1,,,,,,,,,,,,,,,,,,,,1,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1711,630,6766,42449,1824,3643.5,14168.5,987.5,393,382,893.5,1699.5,514,29299,435,348.5,2697,112,16703
KI059_5_DMF_phospho,1,,,,,,,,,,,,,,,,,,,,,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3045,724,7857,44536.5,2389,4623,15739,980.5,469,382,1348.5,2132,682,29310.5,527,398.5,2736,97,16818
KI059_25_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1644,738,8098,43821.5,3164,5178.5,16093.5,1324.5,516,519.5,1060.5,4874.5,3235,35054.5,544,402.5,2682,90.5,16372
KI059_25_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1218.5,704,7559,41226,2825,4777,20279,3258,434,360,804,5199,1769.5,32090,344,285,2421,102.5,16495
KI059_25_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1287,568,7429,44294.5,1863,3318,14783,1079,410,379,938,1558,426,27741.5,416.5,341,2979,105,16241
