,TR:KI004:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
KI004_0_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004.5,480.25,6164.75,34147,1548,3663,8004.75,1010.75,295.5,380.5,574.5,3983.5,1012.25,24239.8,518,445.75,3715,118.5,15102.5
KI004_5_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2004.5,480.25,6164.75,34147,1548,3663,8004.75,1010.75,295.5,380.5,574.5,3983.5,1012.25,24239.8,518,445.75,3715,118.5,15102.5
KI004_25_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2004.5,480.25,6164.75,34147,1548,3663,8004.75,1010.75,295.5,380.5,574.5,3983.5,1012.25,24239.8,518,445.75,3715,118.5,15102.5
KI004_5_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2178.5,480,7815,41567,1538,3406,6875,944.5,388,424.5,585,3443,1026,20737.5,531,445.5,5120,119.5,15348
KI004_5_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1798,472,7330,39721,1262,2964,5110,920,332,287,614,2928,586,18937,484,509,5224.5,110.5,15123
KI004_5_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1633,448,6402,36593.5,1311,2560,3809.5,810,280,396,546,2051,456,18533,421,339.5,5072,89,15097
KI004_5_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1960,468,6482,35059,1140,2915.5,4907.5,767.5,300.5,448,477,2356.5,563,20472,527,370.5,3693.5,109,15130
KI004_5_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2122,417,5737,34505,1175,2696,4187.5,872,312.5,399,579,2243.5,538,21003,504,468,3560,104.5,15170
KI004_5_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1375,528,7877,33997,1176,2979,4603,961,2039.5,504,1651,2411,604,21718,570,735,3512,106,15352.5
KI004_5_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1095,446,6725,34862.5,1167,2707,4834,762.5,362,381.5,534,2275,491,20726,485,452,3556.5,95,15148.5
KI004_5_NaCl_phospho,1,,,,,,,,,1,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,12115,432.5,7845,36743,1130.5,3579,12064,760.5,308,334.5,549,3818,907,24026,493.5,475,3522,89,15303
KI004_5_IL1A_phospho,1,,,,,,,,,,1,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2503,485,6650.5,35636,1723.5,3638,11732.5,1975.5,372,418,631,4180.5,975,25388,526.5,413,3883,99,14942.5
KI004_5_Teri_phospho,1,,,,,,,,,,,1,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3099,398,6514,35612,1485.5,3317,4922.5,772,313,441.5,680.5,2343.5,586,24499.5,477.5,395,4639.5,131,15120
KI004_5_IL6_phospho,1,,,,,,,,,,,,1,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2459.5,449,29807.5,37759,1591,3734,5047,730,817,352,3321.5,3831,1080.5,20622,503,523,4478,119.5,15089
KI004_5_INS_phospho,1,,,,,,,,,,,,,1,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2602,445,8800.5,41429,3469.5,7338,4988.5,830,323,408,704,4601,933,22572,607,423.5,5523,99,15191
KI004_5_LPS_phospho,1,,,,,,,,,,,,,,1,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1891.5,521.5,8144,46275,4959,7049.5,14358,3387,393,411,853,5810.5,1159,23241.5,530,518,5271,113,15388.5
KI004_5_EGCG_phospho,1,,,,,,,,,,,,,,,1,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3009,361,1308.5,20426,3323,2872,12784,896,305,359,673.5,1719.5,556,18856,347,382,6459.5,114,15198
KI004_5_PolyIC_phospho,1,,,,,,,,,,,,,,,,1,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2050.5,488.5,6963,35820,2676,5118,6844,833,264,379.5,576,3219,873,24557,496.5,457,3311.5,136,15150.5
KI004_5_conA_phospho,1,,,,,,,,,,,,,,,,,1,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1885,545,6481,34643,2652,5404,5864,845,332,471,585,3153,907,24119,549.5,481.5,4042,86,14834
KI004_5_S1P1_phospho,1,,,,,,,,,,,,,,,,,,1,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1829,577,6831,35728,2148,4607,5574,805,304,424.5,580,3360.5,970,25145.5,547,417,3870,102.5,15223
KI004_5_TNFA_phospho,1,,,,,,,,,,,,,,,,,,,1,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1856,571,6856.5,38267,3728,5862,20229.5,4723,367.5,452,617,7936,2239,28919,497,445,3873,133,15278
KI004_5_vitD3_phospho,1,,,,,,,,,,,,,,,,,,,,1,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1937.5,435,5991.5,34262.5,1343,3109,5001.5,837,303,411,549,2704,672,23437.5,542,436,3320,110.5,15233
KI004_5_DMF_phospho,1,,,,,,,,,,,,,,,,,,,,,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2038,483,6356.5,36051,1601,3946.5,5607,798,318,397.5,586.5,2999,900,23241.5,594,445,3797,115,15273.5
KI004_25_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2600.5,581.5,7499,32046.5,3037,6069.5,13260,1329,371,563,558,10158,6363,32208.5,647,462.5,4086.5,109.5,15138
KI004_25_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1436,537,5938,30535,2111,4738.5,10940,1369,289,459,498,5646,1710.5,27684.5,545,427.5,3608.5,117,14950
KI004_25_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1206.5,501.5,6010.5,34251,1598,3940.5,8767,1208.5,343.5,413,593.5,3695,811,26127,607,434,4991,105,15158
KI004_25_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,9237.5,491,6089,32450,2092.5,4379,10400,1256,329.5,423,423,3911,1085,27442,599,454,3684,111,15333.5
KI004_25_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1396,496,6245,28411,1908,4514.5,8643,1363,337,401,447.5,5421,1758,29127,542,407,3159,114.5,14972
KI004_25_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1227.5,586,9427,31343,2069.5,4374,11637,1418,3053.5,390.5,2032.5,4959,1554,29265,580,1484,3795.5,118,14921
KI004_25_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1406,569,7762,31943,2018,4780.5,10386,1324,1022,420,1042.5,4624.5,1329.5,29450,532.5,451,3630,117,14973.5
KI004_25_NaCl_phospho,1,,,,,,,,,1,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,6294,466,6610,31366,1008,3099,13103,877,322,334,479,2350,579,29127,450.5,470.5,2951,84.5,15034
KI004_25_IL1A_phospho,1,,,,,,,,,,1,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1664,569,6083.5,30996,2236,4929,14541,1621.5,341,485,546,7710,2925,29796,559,474.5,4305,121,15040.5
KI004_25_Teri_phospho,1,,,,,,,,,,,1,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1604,481,5429.5,30166,1743,4075,13696,1462,314.5,397.5,549.5,5770,2118.5,26657,502,391,4016,87,14712
KI004_25_IL6_phospho,1,,,,,,,,,,,,1,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1326,533,19987,32335,1895,4345,10238.5,1207,761,426.5,1569.5,4462,1519,27061.5,549,600,3442,124,15114
KI004_25_INS_phospho,1,,,,,,,,,,,,,1,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1508.5,513,6922,30615.5,2929,6474,13347,1726,357,487.5,794,6706,2565,28446,572.5,396.5,4949.5,117,15159
KI004_25_LPS_phospho,1,,,,,,,,,,,,,,1,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3874,843,7223,32358,2295.5,4801,23795,2155,394,460.5,927,12256,6510,29542,593.5,451,3578,121,15007
KI004_25_EGCG_phospho,1,,,,,,,,,,,,,,,1,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,5070,550,1370,18926,3182,3017,45167.5,2214.5,361,333,739,14293,10044.5,26380,395,362,6268.5,116,14901
KI004_25_PolyIC_phospho,1,,,,,,,,,,,,,,,,1,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,4267,740,7226,31377.5,2257,5091,27350,2323.5,336,496,757,15901,8818,30546.5,525,479,3640,146.5,15008
KI004_25_conA_phospho,1,,,,,,,,,,,,,,,,,1,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2798.5,598,6344,29912,2467,5276,20403,1880,376.5,462,691,13414,7315,28665,539,466,3915,153,15296
KI004_25_S1P1_phospho,1,,,,,,,,,,,,,,,,,,1,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1932.5,577,6309,31320,2551,5420,19087,1831,342,462,675,11202.5,5472,29092.5,566,436,3739,135,14967.5
KI004_25_TNFA_phospho,1,,,,,,,,,,,,,,,,,,,1,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2672,653,7620.5,30292.5,2243,4712,15804,2047,339,383.5,688.5,11687,4032,27881,478,448,4874.5,133,15093
KI004_25_vitD3_phospho,1,,,,,,,,,,,,,,,,,,,,1,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1731,491,5199.5,29104,1795,4001.5,10572,1273.5,327.5,429,534,4959.5,1694,26103,558.5,392,3799,115,15039.5
KI004_25_DMF_phospho,1,,,,,,,,,,,,,,,,,,,,,1,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1911,517,5235,29335,2265,4413,13569,1494,304,487,695.5,5724.5,2386,25722.5,615,452.5,3837.5,102,14992
