,TR:IB059:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
IB059_0_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1240,606,1232.75,20253,2106.5,2043.75,14436.5,629,407.5,288.25,559,2235.5,535,14340,421,403.25,1119.25,96.25,16436.3
IB059_5_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1240,606,1232.75,20253,2106.5,2043.75,14436.5,629,407.5,288.25,559,2235.5,535,14340,421,403.25,1119.25,96.25,16436.3
IB059_25_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1240,606,1232.75,20253,2106.5,2043.75,14436.5,629,407.5,288.25,559,2235.5,535,14340,421,403.25,1119.25,96.25,16436.3
IB059_5_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1321.5,874.5,1203,19433,2716,2248,14970.5,755,626,533,730,2853,1116,15118,642,614.5,1528,90,16360
IB059_5_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1513,689.5,1321,20449,2564,2405,14621,768,469,342.5,553.5,2408.5,651.5,17864,467,480,1394,82.5,16205
IB059_5_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1708.5,681,1338,18891,1925,2170,14437,578,381,276,668,2198,453,16311,382,445.5,1448,112,16424
IB059_5_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1421.5,270,882.5,16684.5,1272.5,1291,9898,579,311,267.5,532,1860.5,290,11641,330,358,1007.5,63,16424
IB059_5_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1462.5,641.5,1216,18567.5,2285.5,2153,14434,561,396,359,556.5,2351.5,551,16505,403,486,1291,110.5,16278
IB059_5_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1445,630,1546,19618,2090,1991,14170,553.5,1222.5,430,1209.5,2247,545,15275,415,904,1022.5,69,16189
IB059_5_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2531,611.5,1593,22780,2486,2271.5,14630,576,428,230,1079,3039.5,633,11085.5,430,662,855.5,99.5,16138.5
