,TR:UZ038:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
UZ038_0_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7935.5,960,11844.3,28088,3222,4164.75,20495,825.25,470,368.75,1455,2308.5,594.75,19537.5,426.5,407.5,5049,99,16853.8
UZ038_5_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7935.5,960,11844.3,28088,3222,4164.75,20495,825.25,470,368.75,1455,2308.5,594.75,19537.5,426.5,407.5,5049,99,16853.8
UZ038_25_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,7935.5,960,11844.3,28088,3222,4164.75,20495,825.25,470,368.75,1455,2308.5,594.75,19537.5,426.5,407.5,5049,99,16853.8
UZ038_5_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,9896,1170,14226,31192.5,3436,4682,23380,812,564,476,1559,2575,742,18787,527,448,5035,113.5,16710.5
UZ038_5_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,14374,955.5,21788,38359,3288,4812,25042,1115,435,350,1938,2594,604,16162,442.5,385,5375.5,110,16664
UZ038_5_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,12197.5,736,15502,43090,3143,5120,18418,883.5,451,338,2700.5,2058.5,370,12813.5,471.5,390,4658,98,16462
UZ038_5_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7315,999,9682,26345.5,2441.5,4255.5,19167.5,630.5,418,404,1565,1725.5,407.5,15815,530,404,4993,83,16760.5
UZ038_5_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8876,911,10549.5,27881,2786,4350,19167.5,718,476.5,286.5,1972,2279.5,535,16806,515,171,5751,94,16686
UZ038_5_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,12181,970,14103,33697,2807,4696,21534,784,1366,376.5,2484,2510.5,485,15845,523,442.5,6033,101,16433
UZ038_5_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10945,1163.5,7072,22826,2231,3854.5,19295,739,588.5,371,1720.5,2028,497.5,17402,499,238.5,4833,132,16710
