,TR:IB020:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
IB020_0_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2399,488.25,4985.5,29465.8,2487.5,2836,4323,769.75,324.75,404,705.5,4613,973,28082,499,456.25,2062.25,105.25,16795
IB020_5_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2399,488.25,4985.5,29465.8,2487.5,2836,4323,769.75,324.75,404,705.5,4613,973,28082,499,456.25,2062.25,105.25,16795
IB020_25_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2399,488.25,4985.5,29465.8,2487.5,2836,4323,769.75,324.75,404,705.5,4613,973,28082,499,456.25,2062.25,105.25,16795
IB020_5_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5057.5,448.5,5804,31191,2613,2905,3888,693.5,348,462,763,5349.5,1581.5,27349.5,540,534,2084.5,114,16704.5
IB020_5_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3584,463.5,5064.5,30706,2194,2520,2644,638,319.5,388,760.5,3734,701,24904,546,461.5,2252,125.5,16806.5
IB020_5_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3515,503,4555,23808,1919,2748,2923,730,368,441.5,706.5,2384,470.5,27603.5,527,487,2716,84.5,16980
IB020_5_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5364,511,5456,27868.5,1910,2672,4583,737.5,336.5,397,933,3918,591,27961,499.5,529.5,2087.5,115.5,16841
IB020_5_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3399.5,496.5,4604,28630,2084,2549.5,2285,607,303,387,572.5,2946.5,617,24893,501.5,649,1836,147.5,16933
IB020_5_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4385,422,6282,31917.5,2207,2272.5,2642,573,1492,436.5,2843,3635,645,23024,569,694,1848,121,16726.5
IB020_5_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4446,521,4845.5,31975,2012.5,2115.5,3120,522,381,555,752,3050.5,521,22181.5,535.5,568,1838.5,85,16841
IB020_5_NaCl_phospho,1,,,,,,,,,1,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5028,520,6465,31606,1741,2154,3789,583,380,438,826.5,2945,498,23831,521.5,511,2032,124,16910
IB020_5_IL1A_phospho,1,,,,,,,,,,1,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4023.5,566,4679,33152,2917,2921,5828,1150,359,385,803,5497.5,982,25561.5,547,522,1939,101,16602
IB020_5_Teri_phospho,1,,,,,,,,,,,1,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4053.5,457,5150.5,30256.5,1657,2215,2996,736,367,399,822,2943,522,28457,533,511,3043.5,98,16767
IB020_5_IL6_phospho,1,,,,,,,,,,,,1,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2822,457,15904.5,29483,2033,2422,2182,581,491,444,4889,3704.5,705,24639,473.5,523,1888.5,92,17003
IB020_5_INS_phospho,1,,,,,,,,,,,,,1,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2374,480,4708,29864.5,4827,5066,2496,563,309,484,655.5,3844,657,23047,611,524,2382,127,16887
IB020_5_LPS_phospho,1,,,,,,,,,,,,,,1,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2355,481,4533,32344,4554,4194,6441,1694.5,338,451,573,4314,875.5,28214.5,526,497.5,2187,111,17244.5
IB020_5_EGCG_phospho,1,,,,,,,,,,,,,,,1,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2963.5,427,1418,18110,3097,1447,9333,664,317,366,789,1751,542,25308,482,522,2960,78,16956
IB020_5_PolyIC_phospho,1,,,,,,,,,,,,,,,,1,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4372.5,486,5699,34328,4440.5,4191,3368.5,765,337,426.5,916,6399,1386.5,28780,592,563,2019.5,97.5,16887
IB020_5_conA_phospho,1,,,,,,,,,,,,,,,,,1,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2984,549,5243,28884,3542,3759,3209.5,713,407.5,506,711,4560,1150.5,32794,521,616.5,2420.5,117,16806.5
IB020_5_S1P1_phospho,1,,,,,,,,,,,,,,,,,,1,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2898.5,441,5001,28999,2673,3414,2506,692,344,444,837,4013.5,953,29691,544,421,2170,91,17003
IB020_5_TNFA_phospho,1,,,,,,,,,,,,,,,,,,,1,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2958,499,4729,35874,4096,3791,7781,2029,335,382,795,7228.5,1506,28572.5,554,512,2106.5,127,16864
IB020_5_vitD3_phospho,1,,,,,,,,,,,,,,,,,,,,1,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2576,461,5227.5,28192,2261,2885,2519.5,743,306.5,486,716.5,3593,841.5,30891,468,559.5,2068.5,95,16764
IB020_5_DMF_phospho,1,,,,,,,,,,,,,,,,,,,,,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3194.5,474,5168,28953,2087,2725.5,2982,728,351,473,697,3053,700.5,30406,471.5,500,2300,96,16818
IB020_25_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3665,586,7111.5,33059,4202.5,3757,7295.5,957,393,529,811,14392.5,5310,31721,616,488,2259,155,16887
IB020_25_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2618,479.5,5593,31790,2999,3129,4752,915,370,378,728,6618,1478.5,30129,514,452,2189,89,17141
IB020_25_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1408,519,4031.5,25446,2533,3051.5,4887,1085.5,359.5,506,633.5,4419.5,862,29056.5,513,499,2878.5,100,16956
IB020_25_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2974.5,558,4437.5,30175.5,1425.5,2051.5,3273,646,345,404,744,3017,531,23277.5,537,485.5,1994,100.5,16841
IB020_25_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1480,509,4820,27153,2680,3050.5,4215,988,330.5,461,558.5,5193.5,1441,31421,496.5,491,2050.5,108,16933
IB020_25_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1413,465,5930.5,26277,2296,2644.5,3764,764.5,1490.5,400.5,2263,3775,859,25954,476.5,1122,2174.5,125,16887
IB020_25_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1687,502,5614,30406,2371,2659,3915.5,731,812,392.5,771.5,4272,740,27638,463,399,2000,120,16657
IB020_25_NaCl_phospho,1,,,,,,,,,1,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1485,418,4880,30025.5,1423,1900,4314.5,681,313,384.5,596.5,2009,476,24823.5,380,498.5,1743,101,16749
IB020_25_IL1A_phospho,1,,,,,,,,,,1,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3342.5,755,5275.5,32344,3488.5,3263,6478.5,905.5,399,485,951,9040,2434.5,25562,574.5,448.5,1805,125,16749
IB020_25_Teri_phospho,1,,,,,,,,,,,1,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2998,489.5,4855.5,30845,2282,2555.5,5464,734.5,283,512,747,4970,793,26057.5,527,453.5,1783.5,130,16592.5
IB020_25_IL6_phospho,1,,,,,,,,,,,,1,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2276.5,483.5,13484,32598,2857,3001,4872,844,435.5,425.5,3940,6198.5,1289,29725.5,463,517,2005,83,16864
IB020_25_INS_phospho,1,,,,,,,,,,,,,1,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2264,610,5398.5,28215,4125,4542.5,7976,1190,303,449.5,703.5,7519,2591,34236,474.5,447,2146,105,16864
IB020_25_LPS_phospho,1,,,,,,,,,,,,,,1,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,5834,714.5,5843,32321,3101,3647,12647.5,1541.5,324.5,434,689.5,8338.5,2713,34697,488.5,441,2702,105,16864
IB020_25_EGCG_phospho,1,,,,,,,,,,,,,,,1,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,4406,614,1528,17187,3803,1811.5,33855.5,1387,347,455,704.5,9230,5239,27361,471,500.5,2146,81,17095
IB020_25_PolyIC_phospho,1,,,,,,,,,,,,,,,,1,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3906.5,671,5353.5,27626.5,3125,3443,12606,1674,349,483,673,11064,5137,37558,482,470.5,2049,118,17072.5
IB020_25_conA_phospho,1,,,,,,,,,,,,,,,,,1,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3686,620.5,5607,29460,3927,3769,12477,1411,348,464,708,11776,5661,35482,578,397,2530,113,16518
IB020_25_S1P1_phospho,1,,,,,,,,,,,,,,,,,,1,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2254,524,5270,30683,3907,3963,8208,1246,329,388,778.5,9617,2783,34236,566,557,2466,111,17003
IB020_25_TNFA_phospho,1,,,,,,,,,,,,,,,,,,,1,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,8414,719,6742,34490,4016.5,3624,10247.5,1457,351.5,489,1011,11399,3495,35505,579,526.5,2119,127,16546
IB020_25_vitD3_phospho,1,,,,,,,,,,,,,,,,,,,,1,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1429,450,4617.5,27799,1735,2114,2725,658,338,437.5,563,2818,653,27707,408,477,1797,125.5,16680
IB020_25_DMF_phospho,1,,,,,,,,,,,,,,,,,,,,,1,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,5958,772.5,8028.5,28976,2661.5,3304,14845,1350,315,428,652.5,10416,4050,37904,522.5,551,2599,117,16818
