,TR:KI025:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
KI025_0_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1670,497,6508,33097,922,2850,5002,634,310.75,412.5,648.5,1112,418.75,28111.5,501.25,392.75,4545.25,110.75,15201.8
KI025_5_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1670,497,6508,33097,922,2850,5002,634,310.75,412.5,648.5,1112,418.75,28111.5,501.25,392.75,4545.25,110.75,15201.8
KI025_25_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1670,497,6508,33097,922,2850,5002,634,310.75,412.5,648.5,1112,418.75,28111.5,501.25,392.75,4545.25,110.75,15201.8
KI025_5_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2376,546,7161.5,34712,1203,3088,5943.5,688,433,413.5,733,1717,577,28411,572,417,5311,124,15222.5
KI025_5_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1830,425,7066.5,34643,1032.5,3036.5,5485.5,739.5,315,413.5,649,1495,406,27776.5,487,419,5138.5,132,15156
KI025_5_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2142,579,6900,35451,989,2998,4738,623.5,352,488,776,1283,313.5,26045.5,454,410.5,6426,139,15190
KI025_5_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4141,521,7350,34758,924,3100.5,6217.5,625,293,357,735.5,1324,329,28769.5,508.5,463,4875,115,15348.5
KI025_5_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3625,433,7279,33143,1069,3218,4781,692,309,441,579.5,1581,452,28250,510,458,4810,108,15194.5
KI025_5_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2732,441,8946.5,34989,1048,3211.5,5440.5,664,1881.5,417,1703,1391,452,28642,560,575,5088,130,15349
KI025_5_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3647,497,6255,36628,1045,2886,6368,781,373,405,633,1590,381,27176.5,550,426,4323,106,15383.5
KI025_5_NaCl_phospho,1,,,,,,,,,1,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,14819,491,9042,34043,898,3837,14986.5,755.5,289,367,564,1261.5,366,27811,488.5,524.5,3973,106,15506.5
KI025_5_IL1A_phospho,1,,,,,,,,,,1,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2813,437,6684.5,34297,1180,3270,8533.5,1447,361.5,483.5,745.5,1701,445,26842,600,412.5,4681,107,15383
KI025_5_Teri_phospho,1,,,,,,,,,,,1,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3009,472.5,6254,33789,887,2958.5,5677.5,662.5,338,453,773,1342,333,26773,513,414,4764,92.5,15346
KI025_5_IL6_phospho,1,,,,,,,,,,,,1,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2123,559,30166,34643,1154,3512.5,5661,716,974,438,3642,2248,753,27257.5,526,467.5,5266,128.5,15128
KI025_5_INS_phospho,1,,,,,,,,,,,,,1,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3350,524,7176,34920,1770.5,5785.5,5869,713,351,437,684.5,2095,545,28804,550,365,5084,136.5,15224
