,TR:CH004:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
CH004_0_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1209,766.75,3980.75,23674.5,1908.25,2365.5,17298.5,658.5,423.25,358,711.75,2338,572.75,20870.3,387.75,341.5,2278,97,16728
CH004_5_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1209,766.75,3980.75,23674.5,1908.25,2365.5,17298.5,658.5,423.25,358,711.75,2338,572.75,20870.3,387.75,341.5,2278,97,16728
CH004_25_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1209,766.75,3980.75,23674.5,1908.25,2365.5,17298.5,658.5,423.25,358,711.75,2338,572.75,20870.3,387.75,341.5,2278,97,16728
CH004_5_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3027,1171.5,5677,23703,2806,2673,20598.5,649.5,593,439,1020,3642,1613.5,24211,595,437,2240,85,17160
CH004_5_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2729,940,5060,24268.5,2527,2815.5,20149,758.5,469,422.5,709,2609,833,23957,592,344.5,2368,115,17010
CH004_5_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2696,929,5450,26219,2275,2945,18106.5,611,438,321,810,1998,434,22572,478,464,3550,119,16760
CH004_5_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2409,774,4204,21291.5,1867.5,2107,18741,556,400.5,356,751,1927,528,23565,362,417,2044,81.5,16848
CH004_5_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2372,855.5,3851,21095,1981,1967,18002,582,425.5,344,691,1697,510,19341.5,362,298.5,1532.5,93.5,16848
CH004_5_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2550,863,6268,23957,2297,2077,19272,594,1719,408.5,2509,2301,521.5,17425.5,410,504,1654,117.5,16606.5
CH004_5_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1397,782,3526,19826,1894.5,1019,19687,517.5,649,287,840.5,1229,486,9340,356.5,409,928,85,16825
CH004_5_NaCl_phospho,1,,,,,,,,,1,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,28481,1250,11809,24142,1890,742,16331,445.5,1109,490.5,1153.5,1715,424,13333,811,988,2154,120,16669
CH004_5_IL1A_phospho,1,,,,,,,,,,1,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1875,1007,4130,24430.5,2652,3022,20287,1413,565.5,500.5,931,4418,1108,24696,829,359,2855,121,16688
CH004_5_Teri_phospho,1,,,,,,,,,,,1,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1346,796,4264.5,24949,1859,2256.5,16831,526.5,390,338,615,1556,380,23380,386.5,299,2817,76.5,16682
CH004_5_IL6_phospho,1,,,,,,,,,,,,1,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,970,747,18764,24626,2158,2362.5,17795,643.5,983.5,433,3584,2092,503,21233.5,300,480.5,2708,126,16286
CH004_5_INS_phospho,1,,,,,,,,,,,,,1,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,916,795.5,4260,25030.5,3372,4848.5,17379,580,381.5,350.5,755.5,2562,582.5,21926,350,261.5,3125.5,73.5,16895
CH004_5_LPS_phospho,1,,,,,,,,,,,,,,1,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1252.5,874,5642.5,33789,4552,4658,18695,1253,405,275,969,3744,819,22722,417,371,3622,90,16748
CH004_5_EGCG_phospho,1,,,,,,,,,,,,,,,1,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3221,733,1176,22780,3396,1237,23888,658,599,456.5,716,1234,408,17114,396.5,323,1744,84,16651
CH004_5_PolyIC_phospho,1,,,,,,,,,,,,,,,,1,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1655,1830,6145.5,33881,5325,3301,22457,1996,1276,1219,1530,4049,777.5,19353,3437.5,650,3816,103,16271
CH004_5_conA_phospho,1,,,,,,,,,,,,,,,,,1,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1464,1427,4829,26080,4789,3982,20195,1139,984,903,1089,4592.5,1303,23206.5,1856.5,567,3421,129,16595
CH004_5_S1P1_phospho,1,,,,,,,,,,,,,,,,,,1,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1531,1148.5,4069.5,26242,2717,2998,18775.5,778,587,592.5,916,2868,805,19641,964,379.5,3520.5,94.5,16438
