,TR:KI006:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
KI006_0_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4424.25,526.5,1976.5,14876.8,3898.75,3496.75,4164.25,825.75,355.75,354.75,466,3752.5,934,22608.5,396,351.5,1244.5,111.75,16587.5
KI006_5_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4424.25,526.5,1976.5,14876.8,3898.75,3496.75,4164.25,825.75,355.75,354.75,466,3752.5,934,22608.5,396,351.5,1244.5,111.75,16587.5
KI006_25_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,4424.25,526.5,1976.5,14876.8,3898.75,3496.75,4164.25,825.75,355.75,354.75,466,3752.5,934,22608.5,396,351.5,1244.5,111.75,16587.5
KI006_5_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7753,565,1829.5,16783.5,4562,3747,4152,644.5,354,280,588,4770,1248,26346,433,440,1292,99,16495
KI006_5_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7017.5,589,1491,14556,3836,3401.5,4352,613,385,316,370.5,3839,890.5,23162,444.5,309.5,1299.5,123,16706
KI006_5_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7538,709,1477,14568,3565,3219.5,4190,656.5,356,468.5,602.5,2394.5,573,20509,412,444,1431,79,16680
KI006_5_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7136,507.5,1353.5,13693,3446,3021,4197,599,318,421,411.5,3662,854,24523.5,402,387,1066,125.5,16714.5
KI006_5_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,22470,550,1740,15505,4961,4216.5,7029,720,371,233,465,5601,1573,31398,392,447.5,1555.5,105,16703
KI006_5_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7345.5,599,1759.5,15406,4233.5,3808.5,4852,700,884,368,912.5,5063,1413.5,28607,316,493,1243,95,16887
KI006_5_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6953,527.5,1739,15165.5,3831,2995.5,4458,645,416,341,650.5,3643,808.5,28953,391,445,1151.5,117,16672.5
KI006_5_NaCl_phospho,1,,,,,,,,,1,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8676.5,405.5,2153.5,16188,2288,2290,4593,557,355,318.5,428,1752,462,12266.5,370,605,1565,116.5,16575.5
KI006_5_IL1A_phospho,1,,,,,,,,,,1,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5864,671,2103,19702,4616,4524.5,5254,2035.5,405,342,676,5417,1527,31398.5,396,468,1602.5,112,16426
KI006_5_Teri_phospho,1,,,,,,,,,,,1,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5962,556,1757.5,15363.5,2790,2482.5,3943,736,369,514,460,1862.5,518,27234,481,490,1126,100.5,16587
KI006_5_IL6_phospho,1,,,,,,,,,,,,1,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5513,560,3838,14529.5,3719.5,3407,3827,558.5,330,343.5,1206.5,3605,874,23681.5,327,516,1216,122,16182
KI006_5_INS_phospho,1,,,,,,,,,,,,,1,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6494.5,582,1922,14951.5,5910.5,5636,4244,685,336,337,777,5104,1511,29933.5,434,541.5,1506,112.5,16339
KI006_5_LPS_phospho,1,,,,,,,,,,,,,,1,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5632.5,468.5,1730,19205.5,4974,3885,4556,1536,349,327,395,4310,995,22170,470,476,1266,116.5,16458.5
KI006_5_EGCG_phospho,1,,,,,,,,,,,,,,,1,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8774,554,963,8048.5,4727,1928,12700,715,427,286,533.5,1620,624,23543,288,NaN,1456,125,16933
KI006_5_PolyIC_phospho,1,,,,,,,,,,,,,,,,1,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6635,364,1541,14309,4578,3888,3818,728.5,359,338,409,3830,1104,23185,441,484.5,1114,112,16449
KI006_5_conA_phospho,1,,,,,,,,,,,,,,,,,1,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6346.5,577,1718,13897.5,4162,3588.5,3965,624,315,323,NaN,3671,980,7094,449.5,263.5,1211,125,16357
KI006_5_S1P1_phospho,1,,,,,,,,,,,,,,,,,,1,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5551.5,509,1924.5,14573,4082,4028.5,3866,650,371,430.5,505,3345,998.5,27546,435,331,1290,111.5,16841
KI006_5_TNFA_phospho,1,,,,,,,,,,,,,,,,,,,1,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5444,573,1376,22401,3806,3301,5654.5,3170,382,313,411.5,4476,916,23843,408,432.5,996,138,16668
KI006_5_vitD3_phospho,1,,,,,,,,,,,,,,,,,,,,1,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5861.5,562.5,1926,14339,3933,3676.5,3835,748,359,241,488.5,3125,923,28295,440,547,1248.5,104.5,16968
KI006_5_DMF_phospho,1,,,,,,,,,,,,,,,,,,,,,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5988.5,432.5,1793,14065,3840.5,3797,3950,521,318,375,NaN,3535,988,26057.5,444,319.5,1246,125,16662
KI006_25_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3629,718,2978.5,14938.5,4230,4329,5405,1234,419,480,561,5818,2133,31744.5,458,508,1633,103,16633
KI006_25_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2917.5,616,1923,14485,3565,3805,4460,1095,377,393.5,541,3431.5,924,27199.5,355,404,1375,110.5,16726
