,TR:CH027:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
CH027_0_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,724.5,672.5,1802.75,28491.5,1304.25,2014,14537,470,423,383.5,742.75,1816,415,22885.5,342.25,365.25,1180.25,105.75,17175.5
CH027_5_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,724.5,672.5,1802.75,28491.5,1304.25,2014,14537,470,423,383.5,742.75,1816,415,22885.5,342.25,365.25,1180.25,105.75,17175.5
CH027_25_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,724.5,672.5,1802.75,28491.5,1304.25,2014,14537,470,423,383.5,742.75,1816,415,22885.5,342.25,365.25,1180.25,105.75,17175.5
CH027_5_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1262,897,2187,30094.5,1905,2942,15973.5,574,589,605,962.5,3717,1317.5,26992,522,371,1870.5,95,17326
CH027_5_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1102,735,2016.5,29068,1406.5,2358.5,15130,530,413,447,825.5,2452,550,22701,475,371,1392.5,88,16980
CH027_5_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1124.5,769,2067,27107,1358,2265,15316,531,540,383,824,1939,507,26611.5,405,424.5,1403,116,17118
CH027_5_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1230,724,2022,27592,1284.5,1978.5,15144,555,521,365,787,2078,415,26830,310.5,391,1462.5,103.5,17095
CH027_5_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7715,732.5,2893,23462,1573.5,1743,20255,457,482.5,351,751,2904.5,750,25192,326.5,316,1494,110,17187
CH027_5_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1145.5,735,3116,31052,1329,2205,15521,543,2999,420,3168.5,2005,448.5,26046,326.5,534,1480,114,17349
CH027_5_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1145,815,2186,30660,1443.5,2219,16102.5,545,563.5,387,829.5,2115,527,25354,357.5,322,1438,109,17256
