,TR:KI034:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
KI034_0_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2037.5,1383.75,3663,43383.5,3239.5,3306.5,20215.3,1470,581.75,401.5,923.75,4921.5,761.5,27603.5,586,456.25,2683.5,122.75,16566
KI034_5_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2037.5,1383.75,3663,43383.5,3239.5,3306.5,20215.3,1470,581.75,401.5,923.75,4921.5,761.5,27603.5,586,456.25,2683.5,122.75,16566
KI034_25_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2037.5,1383.75,3663,43383.5,3239.5,3306.5,20215.3,1470,581.75,401.5,923.75,4921.5,761.5,27603.5,586,456.25,2683.5,122.75,16566
KI034_5_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2049,1380,3942,52484,2747.5,2914.5,17095,908,606.5,409,989,3067,664,23324,551,435,3166.5,91,16518
KI034_5_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2106,1287.5,4143,57606,2867,3040,17821.5,1527,541,402.5,1008,3028,485,23024,578.5,488,3959.5,115,16680
KI034_5_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2171,1493,4140.5,50939,3109.5,3340,17614,839,562,419,954.5,2605.5,449.5,22678,403,490,3861,113.5,16645
KI034_5_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2622.5,1272,3876,53269,2564,3153.5,17948,893,567,363.5,966,2605,440,24673,539,452.5,3592,87,16829.5
KI034_5_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2157,1249,4068.5,54353,2928,3291,16726,1433,547,343,907,3280,497,24685,528,503.5,3564,92,16772
KI034_5_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2229,1290,5923,56083,2815,3098,17372,1010,3677,365,3934,3270,506,24097,652,1027,3905,116,16724
KI034_5_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2261,1286.5,3936.5,51077,3009.5,2858.5,19171,1231,901.5,461,923,2722,498,21455,517.5,521,2381,105,16577.5
KI034_5_NaCl_phospho,1,,,,,,,,,1,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4264,1521,4354.5,50546,2542,2616.5,21086,835,692,380.5,901,2156.5,444,23704.5,515.5,527,2939,114.5,16980
KI034_5_IL1A_phospho,1,,,,,,,,,,1,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2073,1401,3746.5,48470,4211,4416,21040,2523,651,367,929,5247,703,28756.5,644,430,2717,123,16703
KI034_5_Teri_phospho,1,,,,,,,,,,,1,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2574,1380,3780,51008,3326,3899,18087,944,561.5,404,921.5,2829,516.5,25239,633,458,3495,113,16636
KI034_5_IL6_phospho,1,,,,,,,,,,,,1,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2328,1348,22435.5,51054,4192,4828.5,19113.5,1138.5,948,539,7057.5,5017,1019.5,26011.5,632,619.5,3477.5,139,16565
KI034_5_INS_phospho,1,,,,,,,,,,,,,1,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2111,1398.5,4159,48562,12210,11069,18687,1276,653,518.5,952.5,5438,687,25746,630,399,3018,116,16612
