,TR:IB028:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
IB028_0_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1608.25,717.75,6185.75,41266.3,3058.5,3266.75,15916,699,429,355,770.5,3870.5,1064.5,28491.5,468,405.25,1142,104,16539.8
IB028_5_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1608.25,717.75,6185.75,41266.3,3058.5,3266.75,15916,699,429,355,770.5,3870.5,1064.5,28491.5,468,405.25,1142,104,16539.8
IB028_25_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1608.25,717.75,6185.75,41266.3,3058.5,3266.75,15916,699,429,355,770.5,3870.5,1064.5,28491.5,468,405.25,1142,104,16539.8
IB028_5_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1643,928,5265,36843,3216,3559,17072,656.5,512,354,846,4559,3686.5,30060,439,415.5,1150,95,16610
IB028_5_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2603,760,6041,45471,3100,2714,16041.5,586.5,385,353,813,3367,758,24154,405,345,1160,91,16422.5
IB028_5_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2643,808,7608,40545.5,2965.5,3283,15510,668.5,419,340,1052,2799,661,29125.5,483,454.5,1451.5,105,16415
IB028_5_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1862,766,5833,41895,2783,2754.5,14752,552.5,395,350,751,3144,714,27764.5,491.5,479,1171.5,106,16449
IB028_5_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2045,748,6815,44917,3061,2799.5,14615,503.5,384,310.5,684.5,2724,729,26795.5,444.5,432.5,1103.5,125.5,16466
IB028_5_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1796,840,8352,36543,2620,3096,17602,641.5,1614.5,359,1837,2916,892.5,27776.5,430,801,1064,95,16495
IB028_5_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1618,779.5,7897,38550,3131,3352,16373,636,509,365,804.5,3884,963,29841,442.5,420,1206,92,16680
IB028_5_NaCl_phospho,1,,,,,,,,,1,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3755,880,8675.5,47086,2487,2310.5,17441,545,406.5,335,955.5,2444.5,507,29137,495.5,492,1326,105,16610
IB028_5_IL1A_phospho,1,,,,,,,,,,1,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1816,824,5917.5,41399.5,4027,3834,19771,1412,419.5,422,837,5444,2246,31860,452,402.5,1093,110,16657
IB028_5_Teri_phospho,1,,,,,,,,,,,1,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2374,776.5,6067.5,40880,2467,2435,15414.5,553,405,354,805.5,2544.5,616,29599,444.5,479,1179,80,16610
IB028_5_IL6_phospho,1,,,,,,,,,,,,1,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1896,822,18179,35689,3024,3531,16081,667,557,385.5,2944,3573,1413,33959,362,381,1131,110,16518
IB028_5_INS_phospho,1,,,,,,,,,,,,,1,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2407,702.5,7709,47317,6722.5,5901,15241,637,385,403.5,776.5,4692,1187.5,29968,503,434,1412.5,103.5,16403
IB028_5_LPS_phospho,1,,,,,,,,,,,,,,1,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3014.5,732,8066,51065.5,5721,4254,24454,3303,474,349,933,7569,1902,31721,464,466,1363.5,102,16633
IB028_5_EGCG_phospho,1,,,,,,,,,,,,,,,1,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4393,611.5,2021.5,27961,5177,1823,26669,707,571,474.5,989.5,3160,1040.5,24916,422,422,1760.5,111,16400
IB028_5_PolyIC_phospho,1,,,,,,,,,,,,,,,,1,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1846,804,8300.5,45194,3813,3853,16401.5,708,449.5,418,851,3696,1237,32160,485.5,482.5,1255,86,16657
