,TR:UZ030:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
UZ030_0_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2896.75,683.5,4776.25,26271,2594.25,2565.75,13263,519.5,441.25,387.5,1358,2580,649,18712,447.5,473.75,1427,115.5,16267.8
UZ030_5_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2896.75,683.5,4776.25,26271,2594.25,2565.75,13263,519.5,441.25,387.5,1358,2580,649,18712,447.5,473.75,1427,115.5,16267.8
UZ030_25_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2896.75,683.5,4776.25,26271,2594.25,2565.75,13263,519.5,441.25,387.5,1358,2580,649,18712,447.5,473.75,1427,115.5,16267.8
UZ030_5_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3239,871,9693.5,26865,3641.5,3760.5,15441,650,696,456,2827.5,6056,2897,25388,449,506.5,1558,85,16502.5
UZ030_5_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3738,779.5,11056,27188,3010.5,3114,15261.5,626,651.5,463,2912,3566,825,24603,415,634.5,1547,122,16274
UZ030_5_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5602.5,773,10418.5,33489,2652,3210.5,14813,685,556,494,3093,2952.5,565.5,24361,449,525,2961,119,16115
UZ030_5_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4036,661,4667,24857,2145,2344,13869.5,492.5,374,401.5,1281,2207.5,510.5,20287,379,482,1441.5,107.5,16229
UZ030_5_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3555,846,5654,27661.5,2442.5,3245,14341,625.5,500.5,444,1175.5,2945,728,26265,426.5,590,2123,109,16418.5
UZ030_5_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3967,737,7186,26727,2429,3016,13501,537,2287,380.5,4731,2958,646.5,23230,461,989.5,2080,83,16179
UZ030_5_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3884.5,637,5403,29958,2352,2582,12614,460.5,380.5,409.5,1129,2472,476,18718,407,431,2147,104,16387
