,TR:KI017:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
KI017_0_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1212,473.25,1322.5,13434.8,2199,2589.25,4277.75,622.5,346.5,313.25,534.25,1073.5,389.5,18409.8,388.75,315.25,989.5,105.5,16195.8
KI017_5_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1212,473.25,1322.5,13434.8,2199,2589.25,4277.75,622.5,346.5,313.25,534.25,1073.5,389.5,18409.8,388.75,315.25,989.5,105.5,16195.8
KI017_25_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1212,473.25,1322.5,13434.8,2199,2589.25,4277.75,622.5,346.5,313.25,534.25,1073.5,389.5,18409.8,388.75,315.25,989.5,105.5,16195.8
KI017_5_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,349,532,596.5,237,481,442,2770,413.5,478,413.5,455,248.5,304,4574,399,714.5,953,91,17303
KI017_5_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1306,391.5,1085,11051,1929.5,2188,3518,480,338,303,382,896,325.5,17948,322.5,370,924.5,80.5,16375
KI017_5_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1272.5,379,1482,13739,2144,2557,3586,541,304,362.5,516,985,367.5,18664,347,291,1197.5,104,16657
KI017_5_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1782,602,1348,13432,2459,2562,4001,632,381,348,598.5,1133,390,20371,414,287,1241,88,16158.5
KI017_5_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1715,401,1224.5,13314,2505.5,2479,3989,546.5,394,293,449,1067,384,19125,369,335,1184,105,16480
KI017_5_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1345,382,1353,11591,2178,2272,3450,463,796,241.5,680,933.5,363,13287,333,284,791.5,92,16179
KI017_5_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2004,468.5,875,8028,2038,1478,6050,500.5,498,262,512.5,631,355,12429,385,326.5,875,90,17003
