,TR:CH015:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
CH015_0_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5339,746.5,6896.75,33823.5,1444.5,2842.5,13060.8,728.75,384,440,853,1435,460.25,19531.5,419.5,375,1795.75,103.5,16360.5
CH015_5_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5339,746.5,6896.75,33823.5,1444.5,2842.5,13060.8,728.75,384,440,853,1435,460.25,19531.5,419.5,375,1795.75,103.5,16360.5
CH015_25_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,5339,746.5,6896.75,33823.5,1444.5,2842.5,13060.8,728.75,384,440,853,1435,460.25,19531.5,419.5,375,1795.75,103.5,16360.5
CH015_5_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6030,NaN,7186,27811,1869,3282,10299,573.5,473,NaN,1161,1894.5,1003,NaN,769.5,NaN,NaN,77.5,16180
CH015_5_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5796,1102.5,8064.5,30881,1797,3097,11810,576,449,378,874,1746,550,24557,469,329.5,2769.5,87,16175.5
CH015_5_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5031,595,5721,33697,1251,2762,12721,584,381,433,524,1083,346,17460,382,240,2225,139.5,16189.5
CH015_5_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5508,NaN,6215,28665.5,1512,2702,13734,498,476.5,NaN,NaN,1321.5,386,18256,530,NaN,1157.5,75,16262
CH015_5_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6611,686,6538,30212,1674,2714,10794.5,514.5,354,409.5,338,1536,543,16966,363.5,446,2090.5,124,16100.5
CH015_5_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6760,NaN,7977.5,30154,1322,2797,11930,465.5,1115,NaN,1305.5,1503,493,NaN,377.5,614,1648,117,15791
CH015_5_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7182.5,842,10953,34828,1924.5,3705,12109,583,474.5,388,1035,1913,574,26219,400,430,3725.5,103,16457
CH015_5_NaCl_phospho,1,,,,,,,,,1,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,18372,NaN,9180,32612,1339.5,3356,21683.5,712.5,386,333,NaN,1174.5,394,NaN,386,NaN,NaN,131,16526
CH015_5_IL1A_phospho,1,,,,,,,,,,1,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6996.5,NaN,7926,36443,1849.5,2988.5,20610,1322,462,NaN,836,1898,664.5,NaN,NaN,455,NaN,151.5,16330
CH015_5_Teri_phospho,1,,,,,,,,,,,1,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8346,NaN,8528,33051,1807,3222,13242,561,479,409,714,1303,468.5,NaN,358.5,NaN,2800,140,16310
CH015_5_IL6_phospho,1,,,,,,,,,,,,1,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4994.5,414,20945,36824.5,1137,3002,14966,441,1101,265,3429.5,1219,837,16857.5,415,320,1778.5,115,17010
CH015_5_INS_phospho,1,,,,,,,,,,,,,1,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5680,920.5,8947.5,29958,2429,5952,11043,584,447,444.5,886,2594,978,23611,407,430,2791,137,16005
CH015_5_LPS_phospho,1,,,,,,,,,,,,,,1,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6927,470.5,9795,40771,2826,4455,15888.5,1075,286,394.5,966.5,3121,969.5,13529.5,519,NaN,2801,126,16275
CH015_5_EGCG_phospho,1,,,,,,,,,,,,,,,1,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,12154.5,681,1840,27534,2370,1881,26911.5,615.5,534,293,788,1204,455,17512,326,233.5,2902,104,16302
CH015_5_PolyIC_phospho,1,,,,,,,,,,,,,,,,1,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6664,NaN,7741,34205,1801,3411.5,11417,647,341,NaN,982,1933,777,NaN,570,NaN,2110,134,16193
CH015_5_conA_phospho,1,,,,,,,,,,,,,,,,,1,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5265,685.5,6907,27142,2136,3707,9865,468.5,419.5,502.5,664,1815.5,706.5,22480,461,NaN,1982,140.5,16043
CH015_5_S1P1_phospho,1,,,,,,,,,,,,,,,,,,1,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4874.5,NaN,5086,36593.5,1284,2936,12797,591,426,534,812,1194.5,617,18429.5,468,299,1892,140,16332
CH015_5_TNFA_phospho,1,,,,,,,,,,,,,,,,,,,1,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6913,NaN,4631,39132.5,1340,3575,23865,2930,415,NaN,799.5,2463,1112.5,17772,381,NaN,1427,116,16317
CH015_5_vitD3_phospho,1,,,,,,,,,,,,,,,,,,,,1,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4561,750,5990,37551,1201,3044,15085,937,455,463,870,1718,572,17078,436.5,362.5,2128,110.5,16252
CH015_5_DMF_phospho,1,,,,,,,,,,,,,,,,,,,,,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5395,893,6941,27073,1821,3217,9031,505,373.5,418.5,953,1483.5,612,19964,449,371,2039,129,15810
CH015_25_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,6126.5,NaN,6407,33143,1916,2781,14508.5,810,459,NaN,815,3423,1999,11699,608,NaN,1444,150.5,16288.5
