,TR:IB018:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
IB018_0_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4645,788.25,8648.25,29750,2395.25,3011.75,16750.3,755.5,470.25,401.5,1532,3515.75,787.75,28780.8,507.5,444.5,2303.5,126,16952.5
IB018_5_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4645,788.25,8648.25,29750,2395.25,3011.75,16750.3,755.5,470.25,401.5,1532,3515.75,787.75,28780.8,507.5,444.5,2303.5,126,16952.5
IB018_25_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,4645,788.25,8648.25,29750,2395.25,3011.75,16750.3,755.5,470.25,401.5,1532,3515.75,787.75,28780.8,507.5,444.5,2303.5,126,16952.5
IB018_5_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7042,1072,10045,30789,3298,3548,18764,749,624,706,1715,5874.5,3360,30489,838.5,583.5,3661,95,16964
IB018_5_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3961,719,7650,26311,2181,2706,15480,870,546,351.5,1266,2450.5,743.5,23172,453.5,382,1526,126,17079
IB018_5_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5311.5,712,9663.5,31020,2446,3254,15080.5,816,470.5,419.5,2162,2903,517,25619,531,365,3118,95,16987
IB018_5_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5316.5,849,11032,32277.5,2267,3067.5,17241,794,515,465.5,1559.5,3235,721,31850,488,512.5,2970,104.5,17172
IB018_5_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7355,765,9460.5,31458,2421,2561,15678,595.5,440,476.5,1825,3441,643,22826,559,563,1739,102,16987
IB018_5_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8079,725,10781,32058,2473.5,2701,16166,637,1332,403,2865,3296,648,22930,513.5,407,2022,128,16964
IB018_5_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7517,644.5,10688,31781,2342.5,2596,16466,792.5,481,458,1842.5,2973,591.5,23034,499.5,367,2219.5,82.5,16964
