,TR:KI053:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
KI053_0_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1781.25,683.5,6970,26830.5,2305.5,3622,11817.5,1025.25,444,481,674,2515.75,469.5,31490.8,583.25,533,4434,113.75,17077.8
KI053_5_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1781.25,683.5,6970,26830.5,2305.5,3622,11817.5,1025.25,444,481,674,2515.75,469.5,31490.8,583.25,533,4434,113.75,17077.8
KI053_25_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1781.25,683.5,6970,26830.5,2305.5,3622,11817.5,1025.25,444,481,674,2515.75,469.5,31490.8,583.25,533,4434,113.75,17077.8
KI053_5_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2174.5,784,7784,28733.5,2681,3882.5,12592,942,499,483,754,2938,701,36208.5,722.5,617,4906,120,17026
KI053_5_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1992.5,712.5,6806,28745,2458,3689.5,11556,918,456,463,568,2466,488,32782,560,501,4645,87,16910
KI053_5_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2199.5,802.5,7590,28953,2567,4034,11613,904,464.5,466,844.5,2400,435,32113.5,532.5,524,6325,103,16749
KI053_5_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2023,772,6432,27845,2344,3380,11821,1070.5,428.5,470,1012,2525.5,489,31398,602,572.5,4306.5,86,17026
KI053_5_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7471,690,6913,28468,2517.5,4105.5,14192.5,941,408,479,629,2756,482,33544,606.5,544,4567,91,16772
KI053_5_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1622.5,599,5506,23819.5,2185.5,2786.5,11348.5,1221,1609,573,1373,2077,424,25273.5,547.5,655,2899,84,16772
KI053_5_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2069,733,6802,26784,2123,3246,12590,1326,606.5,535,763,2395.5,487.5,31421,581,584,3069,109,16772
KI053_5_NaCl_phospho,1,,,,,,,,,1,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6936.5,656,10118,30268,2257,4580,17141,1096,434,474.5,718,2995,475,37327,645.5,524.5,5278,123,16818
KI053_5_IL1A_phospho,1,,,,,,,,,,1,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1796.5,632,7652.5,31963.5,2280,3667,12887,2138,502,482.5,777,2861,478,32229,649,523,5131,95,16680
KI053_5_Teri_phospho,1,,,,,,,,,,,1,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2050,627.5,6899,27476,2199,3209,12031.5,936.5,505.5,453,700,2157,418,32125,554,506,5038.5,99,16795
KI053_5_IL6_phospho,1,,,,,,,,,,,,1,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1914,679,16703,27915,2508,4254,11791,903,623,492,3086,3504,710,30937,572,591,4870,93,16772
KI053_5_INS_phospho,1,,,,,,,,,,,,,1,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1813,837,7175,27741.5,4922,8537,12232,1012,479,473.5,835.5,4363,853,33452,617,526.5,5324,105,16875.5
KI053_5_LPS_phospho,1,,,,,,,,,,,,,,1,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1367.5,531,4195.5,26346,2169.5,2615.5,11980,2552,441,644,619,2165.5,502.5,19333,577,525,2056,113,16852.5
KI053_5_EGCG_phospho,1,,,,,,,,,,,,,,,1,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5227,716,1332.5,13910,2427,2010,26415,1063.5,638,675,705,1597,515.5,30545,505,496,4935,126.5,17026
KI053_5_PolyIC_phospho,1,,,,,,,,,,,,,,,,1,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1955,788,8241.5,28376,2179,3920,12096.5,893,534,505.5,806.5,2772,508.5,33590,636,566.5,5173,96,16898.5
KI053_5_conA_phospho,1,,,,,,,,,,,,,,,,,1,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2049,751,7036,27684,2627,4080,11909.5,909,555,535,815,3050.5,665,30868,658,591,5307,109.5,16910
KI053_5_S1P1_phospho,1,,,,,,,,,,,,,,,,,,1,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2153,767,7434,29322,2592.5,4237,13148,1962,504,447,754,3277.5,547,34328,616,568,5553,102,16921.5
KI053_5_TNFA_phospho,1,,,,,,,,,,,,,,,,,,,1,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1928,682,7020,41664,3289,4846.5,20948,10328.5,468,516.5,692,6318,754,34778,592,511,4450.5,103,16552.5
