,TR:UZ025:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
UZ025_0_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2504,989,3431.75,35168.3,759,1663.75,6768.5,549,448.75,530.5,757.5,1847.75,407.5,32756.5,649,625.75,1602,125.5,14640
UZ025_5_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2504,989,3431.75,35168.3,759,1663.75,6768.5,549,448.75,530.5,757.5,1847.75,407.5,32756.5,649,625.75,1602,125.5,14640
UZ025_25_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2504,989,3431.75,35168.3,759,1663.75,6768.5,549,448.75,530.5,757.5,1847.75,407.5,32756.5,649,625.75,1602,125.5,14640
UZ025_5_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2586,1537.5,3155.5,37413,1155,2641,10254,813,815,1196,1023.5,2995.5,731,29819,1228,750.5,2914,113,14991
UZ025_5_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3424,1175,3604.5,34366,777,2196,8493.5,598.5,422,546.5,647.5,2242.5,434.5,33027,539,616,2083,130,14651
UZ025_5_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3410.5,798,3070.5,30142,807.5,2386,6104,565,363,428,884,2300,342,29104,485,470.5,2345,122.5,14340
UZ025_5_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3232,765.5,2893,33708.5,723,1971,8447.5,546.5,362.5,330,650.5,2159,378,26311,542,525.5,1595.5,99.5,14560
UZ025_5_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,13627.5,908.5,2791,29000,768.5,1985.5,14630,542,351,509,557.5,2140.5,412,30639,579.5,511,1511,98,14238
UZ025_5_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2847,1091.5,5410,35762.5,879,2343.5,8853,640,2646,431,2677,2099.5,517.5,40355.5,738,1500,1868,96,14607
UZ025_5_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2607,848.5,2389,32427,705,1927.5,7883.5,503,411,351,598.5,1625,399,26634.5,500,617,1392,81,14403
