TR:KI014:CellType,TR:ANTICD3,TR:BDNF,TR:BN201,TR:GILENYA,TR:H2O2,TR:REBIF,TR:IFNG,TR:NACL,TR:IL1A,TR:TERIFLUNOMIDE,TR:IL6,TR:INS,TR:LPS,TR:EGCG,TR:POLYIC,TR:CONA,TR:S1P1,TR:TNFA,TR:VITD3,TR:DMF,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.688624948480883,0.823731824027151,0.552472959249595,0.447327828363462,0.878317053213408,0,0,0,0,0.863635803051132,0,0.729147110426851,0.835993949405557,0,0,0,0
1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.538660596054447,0.51961348291022,0.894195289431057,0.5,0.899430670280285,0,0,0.236398009143639,0,0.943164701787364,0,0.763045128649028,0.262699474419186,0,0,0,0
1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.235442762599731,0.374841641151466,0.838192667154376,1,0.342529124098567,0,0,0,0,0.5,0,0,0,0,0,0,0
1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.738371428405799,0.459578110677918,0.728639811590893,1,0,0,0.661408529012084,0,0,0.187548723327809,0,0,0,0,0,0,0
1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.677653801120135,0.0535505764577294,0.357936972193854,0.125403627066519,0.774025378701518,0,0,0,0,0.254271822997061,0,0.358297888324521,0.211896173516239,0,0,0,0
1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.567618247206666,1,0.847951163974783,1,0.78333334044674,0,0,0.354096894863809,0,0.736865075160511,0,0.58937709862638,0.312369431247592,0,0,0,0
1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.461950124846794,0.185708678594762,0.553892518600014,1,0.481321516705297,0,0.5,0.523650038935761,0,0.190447453689808,0,0.368296006890962,0.121165731302139,0,0,0,0
1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.972979598038213,0.567597387944652,0.781762648246335,0.116594783650307,0.424413771218512,0,0.966447723546854,0.94764199764826,0,0.887811240895384,0,0.467743617834312,0.542195812144589,0,0,0,0
1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.5,0.622060569783175,0.177166318314335,0.0990115838465478,0,0,0.935707927711149,0.861579668851302,0,0.205719862402598,0,0.788168627247074,0.747318986468058,0,0,0,0
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.730042123521044,0.22276477332854,0,0.311156692683018,0,0,0.846446803901121,0,0,0.229464363924588,0,0,0,0,0,0,0
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.57421393837802,0.299717098299066,0.987465091149008,1,0.458599383616501,0,0.776477636715138,0,0,0.409163225744472,0,0.852028066012661,0.751729587340097,0,0,0,0
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.419995650315584,0.400399437490343,0.255666466515983,0.621526543487332,0.951507191580435,0,0.687465871066591,0.751748143683802,0,0.670652882957114,0,0.5,0.5,0,0,0,0
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.960928807748042,0.51961348291022,0.846855093640311,0.491751518528241,0.982469492410042,0,0.980661693067078,0.976333069317266,0,1,0,0.985328695857427,0.987666522487487,0,0,0,0
